Date,DEX,Values,Blockchain
2022-11-07,Curve,2212,Ethereum
2022-11-07,DODO,415,Ethereum
2022-11-07,Fraxswap,106,Ethereum
2022-11-07,Hashflow,1363,Ethereum
2022-11-07,KyberSwap,178,Ethereum
2022-11-07,PancakeSwap,241,Ethereum
2022-11-07,Shibaswap,1170,Ethereum
2022-11-07,Sushiswap,8668,Ethereum
2022-11-07,Synthetix,33,Ethereum
2022-11-07,Uniswap,112445,Ethereum
2022-11-07,Beethoven X,2114,Optimism
2022-11-07,Curve,1716,Optimism
2022-11-07,Fraxswap,8,Optimism
2022-11-07,KyberSwap,3604,Optimism
2022-11-07,Sushiswap,368,Optimism
2022-11-07,Synthetix,935,Optimism
2022-11-07,Uniswap,75894,Optimism
2022-11-07,Velodrome,32073,Optimism
2022-11-07,Balancer,10141,Polygon
2022-11-07,Curve,2537,Polygon
2022-11-07,DODO,11048,Polygon
2022-11-07,Fraxswap,860,Polygon
2022-11-07,KyberSwap,16433,Polygon
2022-11-07,QuickSwap,89734,Polygon
2022-11-07,Sushiswap,15441,Polygon
2022-11-07,Uniswap,108312,Polygon
2022-11-07,WOOFi,1926,Polygon
2022-11-06,Curve,792,Avalanche
2022-11-06,Fraxswap,87,Avalanche
2022-11-06,GMX,320,Avalanche
2022-11-06,Hashflow,349,Avalanche
2022-11-06,KyberSwap,3103,Avalanche
2022-11-06,Pangolin,5003,Avalanche
2022-11-06,Platypus,1005,Avalanche
2022-11-06,Sushiswap,676,Avalanche
2022-11-06,Trader Joe,17796,Avalanche
2022-11-06,WOOFi,1086,Avalanche
2022-11-06,Balancer,1258,Ethereum
2022-11-06,Curve,1734,Ethereum
2022-11-06,DODO,462,Ethereum
2022-11-06,Fraxswap,123,Ethereum
2022-11-06,Hashflow,447,Ethereum
2022-11-06,KyberSwap,151,Ethereum
2022-11-06,PancakeSwap,205,Ethereum
2022-11-06,Shibaswap,1106,Ethereum
2022-11-06,Sushiswap,9402,Ethereum
2022-11-06,Synthetix,5,Ethereum
2022-11-06,Uniswap,109201,Ethereum
2022-11-06,Beethoven X,2194,Optimism
2022-11-06,Curve,1777,Optimism
2022-11-06,Fraxswap,7,Optimism
2022-11-06,KyberSwap,2979,Optimism
2022-11-06,Sushiswap,409,Optimism
2022-11-06,Synthetix,1020,Optimism
2022-11-06,Uniswap,69762,Optimism
2022-11-06,Velodrome,28756,Optimism
2022-11-06,Balancer,6652,Polygon
2022-11-06,Curve,1404,Polygon
2022-11-06,DODO,8587,Polygon
2022-11-06,Fraxswap,719,Polygon
2022-11-06,KyberSwap,11867,Polygon
2022-11-06,QuickSwap,73524,Polygon
2022-11-06,Sushiswap,12346,Polygon
2022-11-06,Uniswap,76664,Polygon
2022-11-06,WOOFi,669,Polygon
2022-11-05,Curve,875,Avalanche
2022-11-05,Fraxswap,107,Avalanche
2022-11-05,GMX,444,Avalanche
2022-11-05,Hashflow,901,Avalanche
2022-11-05,KyberSwap,3717,Avalanche
2022-11-05,Pangolin,7143,Avalanche
2022-11-05,Platypus,1424,Avalanche
2022-11-05,Sushiswap,817,Avalanche
2022-11-05,Trader Joe,21596,Avalanche
2022-11-05,WOOFi,1279,Avalanche
2022-11-05,Balancer,1462,Ethereum
2022-11-05,Curve,1804,Ethereum
2022-11-05,DODO,614,Ethereum
2022-11-05,Fraxswap,94,Ethereum
2022-11-05,Hashflow,363,Ethereum
2022-11-05,KyberSwap,155,Ethereum
2022-11-05,PancakeSwap,168,Ethereum
2022-11-05,Shibaswap,1671,Ethereum
2022-11-05,Sushiswap,8637,Ethereum
2022-11-05,Uniswap,107294,Ethereum
2022-11-05,Beethoven X,2233,Optimism
2022-11-05,Curve,1579,Optimism
2022-11-05,Fraxswap,3,Optimism
2022-11-05,KyberSwap,2491,Optimism
2022-11-05,Sushiswap,450,Optimism
2022-11-05,Synthetix,895,Optimism
2022-11-05,Uniswap,73338,Optimism
2022-11-05,Velodrome,30729,Optimism
2022-11-05,Balancer,6477,Polygon
2022-11-05,Curve,1225,Polygon
2022-11-05,DODO,7825,Polygon
2022-11-05,Fraxswap,797,Polygon
2022-11-05,KyberSwap,13632,Polygon
2022-11-05,QuickSwap,79005,Polygon
2022-11-05,Sushiswap,13121,Polygon
2022-11-05,Uniswap,92701,Polygon
2022-11-05,WOOFi,1371,Polygon
2022-11-04,Curve,1350,Avalanche
2022-11-04,Fraxswap,118,Avalanche
2022-11-04,GMX,616,Avalanche
2022-11-04,Hashflow,827,Avalanche
2022-11-04,KyberSwap,4777,Avalanche
2022-11-04,Pangolin,8061,Avalanche
2022-11-04,Platypus,1910,Avalanche
2022-11-04,Sushiswap,1369,Avalanche
2022-11-04,Trader Joe,21715,Avalanche
2022-11-04,WOOFi,1486,Avalanche
2022-11-04,Balancer,1843,Ethereum
2022-11-04,Curve,2202,Ethereum
2022-11-04,DODO,373,Ethereum
2022-11-04,Fraxswap,159,Ethereum
2022-11-04,Hashflow,315,Ethereum
2022-11-04,KyberSwap,142,Ethereum
2022-11-04,PancakeSwap,230,Ethereum
2022-11-04,Shibaswap,1667,Ethereum
2022-11-04,Sushiswap,11823,Ethereum
2022-11-04,Synthetix,30,Ethereum
2022-11-04,Uniswap,125799,Ethereum
2022-11-04,Beethoven X,2584,Optimism
2022-11-04,Curve,1661,Optimism
2022-11-04,Fraxswap,10,Optimism
2022-11-04,KyberSwap,2351,Optimism
2022-11-04,Sushiswap,418,Optimism
2022-11-04,Synthetix,782,Optimism
2022-11-04,Uniswap,82859,Optimism
2022-11-04,Velodrome,38575,Optimism
2022-11-04,Balancer,9266,Polygon
2022-11-04,Curve,2701,Polygon
2022-11-04,DODO,7181,Polygon
2022-11-04,Fraxswap,902,Polygon
2022-11-04,KyberSwap,16451,Polygon
2022-11-04,QuickSwap,95730,Polygon
2022-11-04,Sushiswap,16250,Polygon
2022-11-04,Uniswap,121663,Polygon
2022-11-04,WOOFi,2408,Polygon
2022-11-03,Curve,969,Avalanche
2022-11-03,Fraxswap,65,Avalanche
2022-11-03,GMX,445,Avalanche
2022-11-03,Hashflow,729,Avalanche
2022-11-03,KyberSwap,3380,Avalanche
2022-11-03,Pangolin,5723,Avalanche
2022-11-03,Platypus,1368,Avalanche
2022-11-03,Sushiswap,1217,Avalanche
2022-11-03,Trader Joe,18906,Avalanche
2022-11-03,WOOFi,1035,Avalanche
2022-11-03,Balancer,1247,Ethereum
2022-11-03,Curve,2121,Ethereum
2022-11-03,DODO,289,Ethereum
2022-11-03,Fraxswap,97,Ethereum
2022-11-03,Hashflow,175,Ethereum
2022-11-03,KyberSwap,85,Ethereum
2022-11-03,PancakeSwap,159,Ethereum
2022-11-03,Shibaswap,1133,Ethereum
2022-11-03,Sushiswap,8888,Ethereum
2022-11-03,Synthetix,45,Ethereum
2022-11-03,Uniswap,120793,Ethereum
2022-11-03,Beethoven X,2320,Optimism
2022-11-03,Curve,1738,Optimism
2022-11-03,Fraxswap,3,Optimism
2022-11-03,KyberSwap,1961,Optimism
2022-11-03,Sushiswap,413,Optimism
2022-11-03,Synthetix,858,Optimism
2022-11-03,Uniswap,62496,Optimism
2022-11-03,Velodrome,26477,Optimism
2022-11-03,Balancer,7127,Polygon
2022-11-03,Curve,2252,Polygon
2022-11-03,DODO,9656,Polygon
2022-11-03,Fraxswap,898,Polygon
2022-11-03,KyberSwap,14589,Polygon
2022-11-03,QuickSwap,77927,Polygon
2022-11-03,Sushiswap,14135,Polygon
2022-11-03,Uniswap,99876,Polygon
2022-11-03,WOOFi,1391,Polygon
2022-11-02,Curve,1328,Avalanche
2022-11-02,Fraxswap,108,Avalanche
2022-11-02,GMX,744,Avalanche
2022-11-02,Hashflow,629,Avalanche
2022-11-02,KyberSwap,4190,Avalanche
2022-11-02,Pangolin,7074,Avalanche
2022-11-02,Platypus,1911,Avalanche
2022-11-02,Sushiswap,901,Avalanche
2022-11-02,Trader Joe,21081,Avalanche
2022-11-02,WOOFi,1479,Avalanche
2022-11-02,Balancer,1659,Ethereum
2022-11-02,Curve,2172,Ethereum
2022-11-02,DODO,391,Ethereum
2022-11-02,Fraxswap,132,Ethereum
2022-11-02,Hashflow,375,Ethereum
2022-11-02,KyberSwap,108,Ethereum
2022-11-02,PancakeSwap,225,Ethereum
2022-11-02,Shibaswap,1866,Ethereum
2022-11-02,Sushiswap,8102,Ethereum
2022-11-02,Synthetix,66,Ethereum
2022-11-02,Uniswap,129584,Ethereum
2022-11-02,Beethoven X,2142,Optimism
2022-11-02,Curve,2363,Optimism
2022-11-02,Fraxswap,5,Optimism
2022-11-02,KyberSwap,2320,Optimism
2022-11-02,Sushiswap,358,Optimism
2022-11-02,Synthetix,685,Optimism
2022-11-02,Uniswap,66393,Optimism
2022-11-02,Velodrome,31355,Optimism
2022-11-02,Balancer,8109,Polygon
2022-11-02,Curve,2358,Polygon
2022-11-02,DODO,9160,Polygon
2022-11-02,Fraxswap,699,Polygon
2022-11-02,KyberSwap,12034,Polygon
2022-11-02,QuickSwap,74597,Polygon
2022-11-02,Sushiswap,14914,Polygon
2022-11-02,Uniswap,90252,Polygon
2022-11-02,WOOFi,791,Polygon
2022-11-01,Curve,775,Avalanche
2022-11-01,Fraxswap,39,Avalanche
2022-11-01,GMX,256,Avalanche
2022-11-01,Hashflow,287,Avalanche
2022-11-01,KyberSwap,2471,Avalanche
2022-11-01,Pangolin,4720,Avalanche
2022-11-01,Platypus,1361,Avalanche
2022-11-01,Sushiswap,871,Avalanche
2022-11-01,Trader Joe,17976,Avalanche
2022-11-01,WOOFi,880,Avalanche
2022-11-01,Balancer,1354,Ethereum
2022-11-01,Curve,2009,Ethereum
2022-11-01,DODO,256,Ethereum
2022-11-01,Fraxswap,99,Ethereum
2022-11-01,Hashflow,370,Ethereum
2022-11-01,KyberSwap,119,Ethereum
2022-11-01,PancakeSwap,224,Ethereum
2022-11-01,Shibaswap,1725,Ethereum
2022-11-01,Sushiswap,7276,Ethereum
2022-11-01,Synthetix,41,Ethereum
2022-11-01,Uniswap,128489,Ethereum
2022-11-01,Beethoven X,1831,Optimism
2022-11-01,Curve,1909,Optimism
2022-11-01,KyberSwap,2438,Optimism
2022-11-01,Sushiswap,406,Optimism
2022-11-01,Synthetix,582,Optimism
2022-11-01,Uniswap,50454,Optimism
2022-11-01,Velodrome,24862,Optimism
2022-11-01,Balancer,5796,Polygon
2022-11-01,Curve,2105,Polygon
2022-11-01,DODO,7994,Polygon
2022-11-01,Fraxswap,390,Polygon
2022-11-01,KyberSwap,9071,Polygon
2022-11-01,QuickSwap,62731,Polygon
2022-11-01,Sushiswap,9975,Polygon
2022-11-01,Uniswap,58862,Polygon
2022-11-01,WOOFi,234,Polygon
2022-10-31,Curve,1035,Avalanche
2022-10-31,Fraxswap,89,Avalanche
2022-10-31,GMX,915,Avalanche
2022-10-31,Hashflow,442,Avalanche
2022-10-31,KyberSwap,3920,Avalanche
2022-10-31,Pangolin,7551,Avalanche
2022-10-31,Platypus,1754,Avalanche
2022-10-31,Sushiswap,1354,Avalanche
2022-10-31,Trader Joe,25177,Avalanche
2022-10-31,WOOFi,2218,Avalanche
2022-10-31,Balancer,1303,Ethereum
2022-10-31,Curve,1787,Ethereum
2022-10-31,DODO,222,Ethereum
2022-10-31,Fraxswap,126,Ethereum
2022-10-31,Hashflow,171,Ethereum
2022-10-31,KyberSwap,110,Ethereum
2022-10-31,PancakeSwap,187,Ethereum
2022-10-31,Shibaswap,1761,Ethereum
2022-10-31,Sushiswap,7691,Ethereum
2022-10-31,Synthetix,55,Ethereum
2022-10-31,Uniswap,122160,Ethereum
2022-10-31,Beethoven X,2171,Optimism
2022-10-31,Curve,2347,Optimism
2022-10-31,KyberSwap,1172,Optimism
2022-10-31,Sushiswap,308,Optimism
2022-10-31,Synthetix,591,Optimism
2022-10-31,Uniswap,58294,Optimism
2022-10-31,Velodrome,29404,Optimism
2022-10-31,Balancer,6499,Polygon
2022-10-31,Curve,2139,Polygon
2022-10-31,DODO,8442,Polygon
2022-10-31,Fraxswap,511,Polygon
2022-10-31,KyberSwap,9208,Polygon
2022-10-31,QuickSwap,66885,Polygon
2022-10-31,Sushiswap,12337,Polygon
2022-10-31,Uniswap,77501,Polygon
2022-10-31,WOOFi,540,Polygon
2022-10-30,Curve,962,Avalanche
2022-10-30,Fraxswap,75,Avalanche
2022-10-30,GMX,424,Avalanche
2022-10-30,Hashflow,336,Avalanche
2022-10-30,KyberSwap,2781,Avalanche
2022-10-30,Pangolin,5008,Avalanche
2022-10-30,Platypus,1078,Avalanche
2022-10-30,Sushiswap,944,Avalanche
2022-10-30,Trader Joe,18216,Avalanche
2022-10-30,WOOFi,1152,Avalanche
2022-10-30,Balancer,1439,Ethereum
2022-10-30,Curve,1731,Ethereum
2022-10-30,DODO,247,Ethereum
2022-10-30,Fraxswap,117,Ethereum
2022-10-30,Hashflow,181,Ethereum
2022-10-30,KyberSwap,172,Ethereum
2022-10-30,PancakeSwap,212,Ethereum
2022-10-30,Shibaswap,2457,Ethereum
2022-10-30,Sushiswap,8168,Ethereum
2022-10-30,Synthetix,46,Ethereum
2022-10-30,Uniswap,122392,Ethereum
2022-10-30,Beethoven X,2357,Optimism
2022-10-30,Curve,3742,Optimism
2022-10-30,Fraxswap,2,Optimism
2022-10-30,KyberSwap,983,Optimism
2022-10-30,Sushiswap,417,Optimism
2022-10-30,Synthetix,754,Optimism
2022-10-30,Uniswap,55777,Optimism
2022-10-30,Velodrome,30357,Optimism
2022-10-30,Balancer,5653,Polygon
2022-10-30,Curve,2465,Polygon
2022-10-30,DODO,8058,Polygon
2022-10-30,Fraxswap,605,Polygon
2022-10-30,KyberSwap,10160,Polygon
2022-10-30,QuickSwap,67764,Polygon
2022-10-30,Sushiswap,11974,Polygon
2022-10-30,Uniswap,62913,Polygon
2022-10-30,WOOFi,531,Polygon
2022-10-29,Curve,1105,Avalanche
2022-10-29,Fraxswap,136,Avalanche
2022-10-29,GMX,567,Avalanche
2022-10-29,Hashflow,293,Avalanche
2022-10-29,KyberSwap,3305,Avalanche
2022-10-29,Pangolin,6098,Avalanche
2022-10-29,Platypus,1355,Avalanche
2022-10-29,Sushiswap,1000,Avalanche
2022-10-29,Trader Joe,21744,Avalanche
2022-10-29,WOOFi,1137,Avalanche
2022-10-29,Balancer,1923,Ethereum
2022-10-29,Curve,1917,Ethereum
2022-10-29,DODO,199,Ethereum
2022-10-29,Fraxswap,254,Ethereum
2022-10-29,Hashflow,388,Ethereum
2022-10-29,KyberSwap,107,Ethereum
2022-10-29,PancakeSwap,273,Ethereum
2022-10-29,Shibaswap,4164,Ethereum
2022-10-29,Sushiswap,9406,Ethereum
2022-10-29,Synthetix,75,Ethereum
2022-10-29,Uniswap,143256,Ethereum
2022-10-29,Beethoven X,2575,Optimism
2022-10-29,Curve,3026,Optimism
2022-10-29,Fraxswap,7,Optimism
2022-10-29,KyberSwap,1217,Optimism
2022-10-29,Sushiswap,282,Optimism
2022-10-29,Synthetix,707,Optimism
2022-10-29,Uniswap,63004,Optimism
2022-10-29,Velodrome,34780,Optimism
2022-10-29,Balancer,6279,Polygon
2022-10-29,Curve,1481,Polygon
2022-10-29,DODO,7873,Polygon
2022-10-29,Fraxswap,757,Polygon
2022-10-29,KyberSwap,10408,Polygon
2022-10-29,QuickSwap,70047,Polygon
2022-10-29,Sushiswap,14772,Polygon
2022-10-29,Uniswap,75802,Polygon
2022-10-29,WOOFi,496,Polygon
2022-10-28,Curve,1691,Avalanche
2022-10-28,Fraxswap,86,Avalanche
2022-10-28,GMX,594,Avalanche
2022-10-28,Hashflow,3093,Avalanche
2022-10-28,KyberSwap,3573,Avalanche
2022-10-28,Pangolin,5870,Avalanche
2022-10-28,Platypus,1727,Avalanche
2022-10-28,Sushiswap,1164,Avalanche
2022-10-28,Trader Joe,23561,Avalanche
2022-10-28,WOOFi,1590,Avalanche
2022-10-28,Balancer,1327,Ethereum
2022-10-28,Curve,1954,Ethereum
2022-10-28,DODO,228,Ethereum
2022-10-28,Fraxswap,125,Ethereum
2022-10-28,Hashflow,443,Ethereum
2022-10-28,KyberSwap,81,Ethereum
2022-10-28,PancakeSwap,202,Ethereum
2022-10-28,Shibaswap,1976,Ethereum
2022-10-28,Sushiswap,6222,Ethereum
2022-10-28,Synthetix,62,Ethereum
2022-10-28,Uniswap,136617,Ethereum
2022-10-28,Beethoven X,1680,Optimism
2022-10-28,Curve,1218,Optimism
2022-10-28,KyberSwap,1088,Optimism
2022-10-28,Sushiswap,286,Optimism
2022-10-28,Synthetix,661,Optimism
2022-10-28,Uniswap,56021,Optimism
2022-10-28,Velodrome,29108,Optimism
2022-10-28,Balancer,5254,Polygon
2022-10-28,Curve,2505,Polygon
2022-10-28,DODO,8451,Polygon
2022-10-28,Fraxswap,692,Polygon
2022-10-28,KyberSwap,10645,Polygon
2022-10-28,QuickSwap,63895,Polygon
2022-10-28,Sushiswap,11667,Polygon
2022-10-28,Uniswap,77959,Polygon
2022-10-28,WOOFi,371,Polygon
2022-10-27,Curve,1685,Avalanche
2022-10-27,Fraxswap,53,Avalanche
2022-10-27,GMX,612,Avalanche
2022-10-27,Hashflow,3407,Avalanche
2022-10-27,KyberSwap,4039,Avalanche
2022-10-27,Pangolin,6338,Avalanche
2022-10-27,Platypus,1796,Avalanche
2022-10-27,Sushiswap,1049,Avalanche
2022-10-27,Trader Joe,23604,Avalanche
2022-10-27,WOOFi,1673,Avalanche
2022-10-27,Balancer,1593,Ethereum
2022-10-27,Curve,2472,Ethereum
2022-10-27,DODO,283,Ethereum
2022-10-27,Fraxswap,112,Ethereum
2022-10-27,Hashflow,342,Ethereum
2022-10-27,KyberSwap,102,Ethereum
2022-10-27,PancakeSwap,194,Ethereum
2022-10-27,Shibaswap,1793,Ethereum
2022-10-27,Sushiswap,7361,Ethereum
2022-10-27,Synthetix,75,Ethereum
2022-10-27,Uniswap,130155,Ethereum
2022-10-27,Beethoven X,1879,Optimism
2022-10-27,Curve,1462,Optimism
2022-10-27,KyberSwap,1081,Optimism
2022-10-27,Sushiswap,224,Optimism
2022-10-27,Synthetix,668,Optimism
2022-10-27,Uniswap,66450,Optimism
2022-10-27,Velodrome,33462,Optimism
2022-10-27,Balancer,5175,Polygon
2022-10-27,Curve,2482,Polygon
2022-10-27,DODO,7459,Polygon
2022-10-27,Fraxswap,539,Polygon
2022-10-27,KyberSwap,11658,Polygon
2022-10-27,QuickSwap,63653,Polygon
2022-10-27,Sushiswap,11539,Polygon
2022-10-27,Uniswap,80881,Polygon
2022-10-27,WOOFi,552,Polygon
2022-10-26,Curve,1431,Avalanche
2022-10-26,Fraxswap,42,Avalanche
2022-10-26,GMX,1004,Avalanche
2022-10-26,Hashflow,6279,Avalanche
2022-10-26,KyberSwap,3536,Avalanche
2022-10-26,Pangolin,6159,Avalanche
2022-10-26,Platypus,1613,Avalanche
2022-10-26,Sushiswap,1225,Avalanche
2022-10-26,Trader Joe,24210,Avalanche
2022-10-26,WOOFi,1408,Avalanche
2022-10-26,Balancer,1871,Ethereum
2022-10-26,Curve,2623,Ethereum
2022-10-26,DODO,229,Ethereum
2022-10-26,Fraxswap,181,Ethereum
2022-10-26,Hashflow,131,Ethereum
2022-10-26,KyberSwap,108,Ethereum
2022-10-26,PancakeSwap,315,Ethereum
2022-10-26,Shibaswap,1793,Ethereum
2022-10-26,Sushiswap,9164,Ethereum
2022-10-26,Synthetix,86,Ethereum
2022-10-26,Uniswap,140738,Ethereum
2022-10-26,Beethoven X,1601,Optimism
2022-10-26,Curve,1674,Optimism
2022-10-26,KyberSwap,1000,Optimism
2022-10-26,Sushiswap,238,Optimism
2022-10-26,Synthetix,607,Optimism
2022-10-26,Uniswap,64980,Optimism
2022-10-26,Velodrome,32279,Optimism
2022-10-26,Balancer,5412,Polygon
2022-10-26,Curve,2137,Polygon
2022-10-26,DODO,7208,Polygon
2022-10-26,Fraxswap,428,Polygon
2022-10-26,KyberSwap,10372,Polygon
2022-10-26,QuickSwap,64707,Polygon
2022-10-26,Sushiswap,14844,Polygon
2022-10-26,Uniswap,75878,Polygon
2022-10-26,WOOFi,749,Polygon
2022-10-25,Curve,1181,Avalanche
2022-10-25,Fraxswap,61,Avalanche
2022-10-25,GMX,1002,Avalanche
2022-10-25,Hashflow,1672,Avalanche
2022-10-25,KyberSwap,3058,Avalanche
2022-10-25,Pangolin,5965,Avalanche
2022-10-25,Platypus,1534,Avalanche
2022-10-25,Sushiswap,1042,Avalanche
2022-10-25,Trader Joe,24978,Avalanche
2022-10-25,WOOFi,1380,Avalanche
2022-10-25,Balancer,1572,Ethereum
2022-10-25,Curve,2037,Ethereum
2022-10-25,DODO,238,Ethereum
2022-10-25,Fraxswap,147,Ethereum
2022-10-25,Hashflow,183,Ethereum
2022-10-25,KyberSwap,98,Ethereum
2022-10-25,PancakeSwap,224,Ethereum
2022-10-25,Shibaswap,1153,Ethereum
2022-10-25,Sushiswap,7620,Ethereum
2022-10-25,Synthetix,67,Ethereum
2022-10-25,Uniswap,139196,Ethereum
2022-10-25,Beethoven X,1304,Optimism
2022-10-25,Curve,1821,Optimism
2022-10-25,KyberSwap,1010,Optimism
2022-10-25,Sushiswap,217,Optimism
2022-10-25,Synthetix,810,Optimism
2022-10-25,Uniswap,57095,Optimism
2022-10-25,Velodrome,26939,Optimism
2022-10-25,Balancer,5276,Polygon
2022-10-25,Curve,2119,Polygon
2022-10-25,DODO,7283,Polygon
2022-10-25,Fraxswap,498,Polygon
2022-10-25,KyberSwap,8789,Polygon
2022-10-25,QuickSwap,63063,Polygon
2022-10-25,Sushiswap,10989,Polygon
2022-10-25,Uniswap,78912,Polygon
2022-10-25,WOOFi,426,Polygon
2022-10-24,Curve,752,Avalanche
2022-10-24,Fraxswap,49,Avalanche
2022-10-24,GMX,421,Avalanche
2022-10-24,Hashflow,283,Avalanche
2022-10-24,KyberSwap,2086,Avalanche
2022-10-24,Pangolin,3961,Avalanche
2022-10-24,Platypus,986,Avalanche
2022-10-24,Sushiswap,1135,Avalanche
2022-10-24,Trader Joe,16840,Avalanche
2022-10-24,WOOFi,563,Avalanche
2022-10-24,Balancer,1055,Ethereum
2022-10-24,Curve,1678,Ethereum
2022-10-24,DODO,210,Ethereum
2022-10-24,Fraxswap,95,Ethereum
2022-10-24,Hashflow,111,Ethereum
2022-10-24,KyberSwap,40,Ethereum
2022-10-24,PancakeSwap,154,Ethereum
2022-10-24,Shibaswap,1035,Ethereum
2022-10-24,Sushiswap,5196,Ethereum
2022-10-24,Synthetix,32,Ethereum
2022-10-24,Uniswap,132701,Ethereum
2022-10-24,Beethoven X,866,Optimism
2022-10-24,Curve,837,Optimism
2022-10-24,KyberSwap,873,Optimism
2022-10-24,Sushiswap,203,Optimism
2022-10-24,Synthetix,553,Optimism
2022-10-24,Uniswap,38294,Optimism
2022-10-24,Velodrome,17934,Optimism
2022-10-24,Balancer,4192,Polygon
2022-10-24,Curve,1623,Polygon
2022-10-24,DODO,6629,Polygon
2022-10-24,Fraxswap,385,Polygon
2022-10-24,KyberSwap,7087,Polygon
2022-10-24,QuickSwap,60589,Polygon
2022-10-24,Sushiswap,9092,Polygon
2022-10-24,Uniswap,59921,Polygon
2022-10-24,WOOFi,268,Polygon
2022-10-23,Curve,842,Avalanche
2022-10-23,Fraxswap,50,Avalanche
2022-10-23,GMX,355,Avalanche
2022-10-23,Hashflow,213,Avalanche
2022-10-23,KyberSwap,2260,Avalanche
2022-10-23,Pangolin,4144,Avalanche
2022-10-23,Platypus,943,Avalanche
2022-10-23,Sushiswap,699,Avalanche
2022-10-23,Trader Joe,15638,Avalanche
2022-10-23,WOOFi,606,Avalanche
2022-10-23,Balancer,1059,Ethereum
2022-10-23,Curve,1661,Ethereum
2022-10-23,DODO,154,Ethereum
2022-10-23,Fraxswap,260,Ethereum
2022-10-23,Hashflow,117,Ethereum
2022-10-23,KyberSwap,60,Ethereum
2022-10-23,PancakeSwap,163,Ethereum
2022-10-23,Shibaswap,1085,Ethereum
2022-10-23,Sushiswap,6072,Ethereum
2022-10-23,Synthetix,36,Ethereum
2022-10-23,Uniswap,141494,Ethereum
2022-10-23,Beethoven X,884,Optimism
2022-10-23,Curve,896,Optimism
2022-10-23,KyberSwap,644,Optimism
2022-10-23,Sushiswap,263,Optimism
2022-10-23,Synthetix,666,Optimism
2022-10-23,Uniswap,36574,Optimism
2022-10-23,Velodrome,18591,Optimism
2022-10-23,Balancer,4787,Polygon
2022-10-23,Curve,1342,Polygon
2022-10-23,DODO,7414,Polygon
2022-10-23,Fraxswap,419,Polygon
2022-10-23,KyberSwap,5728,Polygon
2022-10-23,QuickSwap,57205,Polygon
2022-10-23,Sushiswap,9701,Polygon
2022-10-23,Uniswap,44504,Polygon
2022-10-23,WOOFi,422,Polygon
2022-10-22,Curve,632,Avalanche
2022-10-22,Fraxswap,27,Avalanche
2022-10-22,GMX,169,Avalanche
2022-10-22,Hashflow,258,Avalanche
2022-10-22,KyberSwap,1548,Avalanche
2022-10-22,Pangolin,3843,Avalanche
2022-10-22,Platypus,795,Avalanche
2022-10-22,Sushiswap,442,Avalanche
2022-10-22,Trader Joe,14374,Avalanche
2022-10-22,WOOFi,473,Avalanche
2022-10-22,Balancer,822,Ethereum
2022-10-22,Curve,1292,Ethereum
2022-10-22,DODO,109,Ethereum
2022-10-22,Fraxswap,49,Ethereum
2022-10-22,Hashflow,73,Ethereum
2022-10-22,KyberSwap,39,Ethereum
2022-10-22,PancakeSwap,103,Ethereum
2022-10-22,Shibaswap,819,Ethereum
2022-10-22,Sushiswap,6620,Ethereum
2022-10-22,Synthetix,4,Ethereum
2022-10-22,Uniswap,113695,Ethereum
2022-10-22,Beethoven X,658,Optimism
2022-10-22,Curve,815,Optimism
2022-10-22,KyberSwap,459,Optimism
2022-10-22,Sushiswap,172,Optimism
2022-10-22,Synthetix,676,Optimism
2022-10-22,Uniswap,25779,Optimism
2022-10-22,Velodrome,12245,Optimism
2022-10-22,Balancer,3914,Polygon
2022-10-22,Curve,893,Polygon
2022-10-22,DODO,6335,Polygon
2022-10-22,Fraxswap,290,Polygon
2022-10-22,KyberSwap,4325,Polygon
2022-10-22,QuickSwap,56027,Polygon
2022-10-22,Sushiswap,10957,Polygon
2022-10-22,Uniswap,35125,Polygon
2022-10-22,WOOFi,102,Polygon
2022-10-21,Curve,1163,Avalanche
2022-10-21,Fraxswap,95,Avalanche
2022-10-21,GMX,478,Avalanche
2022-10-21,Hashflow,228,Avalanche
2022-10-21,KyberSwap,2489,Avalanche
2022-10-21,Pangolin,6025,Avalanche
2022-10-21,Platypus,1335,Avalanche
2022-10-21,Sushiswap,661,Avalanche
2022-10-21,Trader Joe,18058,Avalanche
2022-10-21,WOOFi,1263,Avalanche
2022-10-21,Balancer,1011,Ethereum
2022-10-21,Curve,1198,Ethereum
2022-10-21,DODO,140,Ethereum
2022-10-21,Fraxswap,124,Ethereum
2022-10-21,Hashflow,54,Ethereum
2022-10-21,KyberSwap,72,Ethereum
2022-10-21,PancakeSwap,140,Ethereum
2022-10-21,Shibaswap,767,Ethereum
2022-10-21,Sushiswap,4875,Ethereum
2022-10-21,Synthetix,24,Ethereum
2022-10-21,Uniswap,158447,Ethereum
2022-10-21,Beethoven X,707,Optimism
2022-10-21,Curve,949,Optimism
2022-10-21,KyberSwap,866,Optimism
2022-10-21,Sushiswap,141,Optimism
2022-10-21,Synthetix,703,Optimism
2022-10-21,Uniswap,39098,Optimism
2022-10-21,Velodrome,14234,Optimism
2022-10-21,Balancer,5222,Polygon
2022-10-21,Curve,8818,Polygon
2022-10-21,DODO,7600,Polygon
2022-10-21,Fraxswap,393,Polygon
2022-10-21,KyberSwap,7143,Polygon
2022-10-21,QuickSwap,53917,Polygon
2022-10-21,Sushiswap,8362,Polygon
