Date,Exchange,Values,Blockchain
2023-09-12,Camelot,1533,Arbitrum
2023-09-12,Curve,14,Arbitrum
2023-09-12,DODO,477,Arbitrum
2023-09-12,Fraxswap,55,Arbitrum
2023-09-12,GMX,179,Arbitrum
2023-09-12,KyberSwap,692,Arbitrum
2023-09-12,Sushiswap,2479,Arbitrum
2023-09-12,Trader Joe,1748,Arbitrum
2023-09-12,Uniswap,10896,Arbitrum
2023-09-12,WOOFi,1309,Arbitrum
2023-09-12,Zyberswap,441,Arbitrum
2023-09-12,Balancer,32,Avalanche
2023-09-12,Curve,199,Avalanche
2023-09-12,Fraxswap,30,Avalanche
2023-09-12,GMX,205,Avalanche
2023-09-12,Hashflow,40,Avalanche
2023-09-12,KyberSwap,196,Avalanche
2023-09-12,Pangolin,1186,Avalanche
2023-09-12,Platypus,268,Avalanche
2023-09-12,Sushiswap,708,Avalanche
2023-09-12,Trader Joe,5280,Avalanche
2023-09-12,Uniswap,821,Avalanche
2023-09-12,WOOFi,1047,Avalanche
2023-09-12,Balancer,265,Ethereum
2023-09-12,Curve,589,Ethereum
2023-09-12,DODO,127,Ethereum
2023-09-12,Fraxswap,42,Ethereum
2023-09-12,Hashflow,77,Ethereum
2023-09-12,KyberSwap,24,Ethereum
2023-09-12,PancakeSwap,536,Ethereum
2023-09-12,ShibaSwap,491,Ethereum
2023-09-12,Sushiswap,1732,Ethereum
2023-09-12,Synthetix,3,Ethereum
2023-09-12,Trader Joe,1,Ethereum
2023-09-12,Uniswap,49651,Ethereum
2023-09-12,Beethoven X,533,Optimism
2023-09-12,Curve,368,Optimism
2023-09-12,Fraxswap,8,Optimism
2023-09-12,KyberSwap,45,Optimism
2023-09-12,Sushiswap,292,Optimism
2023-09-12,Synthetix,10,Optimism
2023-09-12,Uniswap,8181,Optimism
2023-09-12,Velodrome,24669,Optimism
2023-09-12,WOOFi,652,Optimism
2023-09-12,Balancer,1309,Polygon
2023-09-12,Curve,286,Polygon
2023-09-12,DODO,989,Polygon
2023-09-12,Fraxswap,56,Polygon
2023-09-12,KyberSwap,409,Polygon
2023-09-12,QuickSwap,9811,Polygon
2023-09-12,Sushiswap,3663,Polygon
2023-09-12,Uniswap,13391,Polygon
2023-09-12,WOOFi,1533,Polygon
2023-09-11,Balancer,953,Arbitrum
2023-09-11,Camelot,1905,Arbitrum
2023-09-11,Curve,333,Arbitrum
2023-09-11,DODO,517,Arbitrum
2023-09-11,Fraxswap,45,Arbitrum
2023-09-11,GMX,265,Arbitrum
2023-09-11,KyberSwap,626,Arbitrum
2023-09-11,Sushiswap,2691,Arbitrum
2023-09-11,Trader Joe,2048,Arbitrum
2023-09-11,Uniswap,12328,Arbitrum
2023-09-11,WOOFi,1492,Arbitrum
2023-09-11,Zyberswap,505,Arbitrum
