Date,DEX,Values,Blockchain
2022-06-10,Sushiswap,2695,Ethereum
2022-06-10,Synthetix,11,Ethereum
2022-06-10,Uniswap,24887,Ethereum
2022-06-10,Beethoven X,187,Optimism
2022-06-10,Curve,246,Optimism
2022-06-10,Sushiswap,27,Optimism
2022-06-10,Synthetix,92,Optimism
2022-06-10,Uniswap,5194,Optimism
2022-06-10,Velodrome,443,Optimism
2022-06-10,Balancer,3443,Polygon
2022-06-10,Curve,751,Polygon
2022-06-10,DODO,2025,Polygon
2022-06-10,Fraxswap,90,Polygon
2022-06-10,KyberSwap,2638,Polygon
2022-06-10,QuickSwap,21768,Polygon
2022-06-10,Sushiswap,6865,Polygon
2022-06-10,Uniswap,12616,Polygon
2022-06-09,Curve,463,Avalanche
2022-06-09,GMX,77,Avalanche
2022-06-09,Hashflow,105,Avalanche
2022-06-09,KyberSwap,212,Avalanche
2022-06-09,Pangolin,2205,Avalanche
2022-06-09,Platypus,492,Avalanche
2022-06-09,Sushiswap,883,Avalanche
2022-06-09,Trader Joe,10027,Avalanche
2022-06-09,WOOFi,129,Avalanche
2022-06-09,Balancer,812,Ethereum
2022-06-09,Curve,493,Ethereum
2022-06-09,DODO,15,Ethereum
2022-06-09,Fraxswap,17,Ethereum
2022-06-09,Hashflow,28,Ethereum
2022-06-09,KyberSwap,31,Ethereum
2022-06-09,Shibaswap,1104,Ethereum
2022-06-09,Sushiswap,2240,Ethereum
2022-06-09,Synthetix,14,Ethereum
2022-06-09,Uniswap,23281,Ethereum
2022-06-09,Beethoven X,171,Optimism
2022-06-09,Curve,296,Optimism
2022-06-09,Sushiswap,55,Optimism
2022-06-09,Synthetix,110,Optimism
2022-06-09,Uniswap,5409,Optimism
2022-06-09,Velodrome,549,Optimism
2022-06-09,Balancer,3183,Polygon
2022-06-09,Curve,723,Polygon
2022-06-09,DODO,1879,Polygon
2022-06-09,Fraxswap,4,Polygon
2022-06-09,KyberSwap,3130,Polygon
2022-06-09,QuickSwap,21784,Polygon
2022-06-09,Sushiswap,6267,Polygon
2022-06-09,Uniswap,12532,Polygon
2022-06-08,Curve,424,Avalanche
2022-06-08,GMX,98,Avalanche
2022-06-08,Hashflow,93,Avalanche
2022-06-08,KyberSwap,255,Avalanche
2022-06-08,Pangolin,2355,Avalanche
2022-06-08,Platypus,505,Avalanche
2022-06-08,Sushiswap,901,Avalanche
2022-06-08,Trader Joe,10271,Avalanche
2022-06-08,WOOFi,150,Avalanche
2022-06-08,Balancer,493,Ethereum
2022-06-08,Curve,543,Ethereum
2022-06-08,DODO,33,Ethereum
2022-06-08,Fraxswap,29,Ethereum
2022-06-08,Hashflow,27,Ethereum
2022-06-08,KyberSwap,32,Ethereum
2022-06-08,Shibaswap,673,Ethereum
2022-06-08,Sushiswap,2137,Ethereum
2022-06-08,Synthetix,16,Ethereum
2022-06-08,Uniswap,21268,Ethereum
2022-06-08,Beethoven X,256,Optimism
2022-06-08,Curve,347,Optimism
2022-06-08,Sushiswap,67,Optimism
2022-06-08,Synthetix,103,Optimism
2022-06-08,Uniswap,7426,Optimism
2022-06-08,Velodrome,762,Optimism
2022-06-08,Balancer,3084,Polygon
2022-06-08,Curve,674,Polygon
2022-06-08,DODO,2014,Polygon
2022-06-08,Fraxswap,4,Polygon
2022-06-08,KyberSwap,3426,Polygon
2022-06-08,QuickSwap,21894,Polygon
2022-06-08,Sushiswap,5775,Polygon
2022-06-08,Uniswap,13096,Polygon
2022-06-07,Curve,470,Avalanche
2022-06-07,GMX,163,Avalanche
2022-06-07,Hashflow,103,Avalanche
2022-06-07,KyberSwap,291,Avalanche
2022-06-07,Pangolin,2436,Avalanche
2022-06-07,Platypus,605,Avalanche
2022-06-07,Sushiswap,1023,Avalanche
2022-06-07,Trader Joe,10588,Avalanche
2022-06-07,WOOFi,215,Avalanche
2022-06-07,Balancer,648,Ethereum
2022-06-07,Curve,643,Ethereum
2022-06-07,DODO,26,Ethereum
2022-06-07,Fraxswap,18,Ethereum
2022-06-07,Hashflow,26,Ethereum
2022-06-07,KyberSwap,51,Ethereum
2022-06-07,Shibaswap,869,Ethereum
2022-06-07,Sushiswap,2837,Ethereum
2022-06-07,Synthetix,17,Ethereum
2022-06-07,Uniswap,22665,Ethereum
2022-06-07,Beethoven X,262,Optimism
2022-06-07,Curve,363,Optimism
2022-06-07,Sushiswap,87,Optimism
2022-06-07,Synthetix,119,Optimism
2022-06-07,Uniswap,6852,Optimism
2022-06-07,Velodrome,723,Optimism
2022-06-07,Balancer,3185,Polygon
2022-06-07,Curve,559,Polygon
2022-06-07,DODO,2154,Polygon
2022-06-07,Fraxswap,4,Polygon
2022-06-07,KyberSwap,3019,Polygon
2022-06-07,QuickSwap,21653,Polygon
2022-06-07,Sushiswap,5943,Polygon
2022-06-07,Uniswap,12410,Polygon
2022-06-06,Curve,462,Avalanche
2022-06-06,GMX,154,Avalanche
2022-06-06,Hashflow,96,Avalanche
2022-06-06,KyberSwap,259,Avalanche
2022-06-06,Pangolin,2455,Avalanche
2022-06-06,Platypus,571,Avalanche
2022-06-06,Sushiswap,1002,Avalanche
2022-06-06,Trader Joe,11697,Avalanche
2022-06-06,WOOFi,192,Avalanche
2022-06-06,Balancer,444,Ethereum
2022-06-06,Curve,570,Ethereum
2022-06-06,DODO,33,Ethereum
2022-06-06,Fraxswap,19,Ethereum
2022-06-06,Hashflow,25,Ethereum
2022-06-06,KyberSwap,53,Ethereum
2022-06-06,Shibaswap,846,Ethereum
2022-06-06,Sushiswap,2455,Ethereum
2022-06-06,Synthetix,12,Ethereum
2022-06-06,Uniswap,24884,Ethereum
2022-06-06,Beethoven X,321,Optimism
2022-06-06,Curve,363,Optimism
2022-06-06,Sushiswap,82,Optimism
2022-06-06,Synthetix,168,Optimism
2022-06-06,Uniswap,5190,Optimism
2022-06-06,Velodrome,720,Optimism
2022-06-06,Balancer,3159,Polygon
2022-06-06,Curve,529,Polygon
2022-06-06,DODO,2355,Polygon
2022-06-06,Fraxswap,3,Polygon
2022-06-06,KyberSwap,3147,Polygon
2022-06-06,QuickSwap,22041,Polygon
2022-06-06,Sushiswap,5870,Polygon
2022-06-06,Uniswap,13074,Polygon
2022-06-05,Curve,388,Avalanche
2022-06-05,GMX,109,Avalanche
2022-06-05,Hashflow,51,Avalanche
2022-06-05,KyberSwap,205,Avalanche
2022-06-05,Pangolin,2200,Avalanche
2022-06-05,Platypus,414,Avalanche
2022-06-05,Sushiswap,862,Avalanche
2022-06-05,Trader Joe,9881,Avalanche
2022-06-05,WOOFi,138,Avalanche
2022-06-05,Balancer,273,Ethereum
2022-06-05,Curve,455,Ethereum
2022-06-05,DODO,28,Ethereum
2022-06-05,Fraxswap,15,Ethereum
2022-06-05,Hashflow,12,Ethereum
2022-06-05,KyberSwap,40,Ethereum
2022-06-05,Shibaswap,544,Ethereum
2022-06-05,Sushiswap,2227,Ethereum
2022-06-05,Synthetix,15,Ethereum
2022-06-05,Uniswap,21650,Ethereum
2022-06-05,Beethoven X,284,Optimism
2022-06-05,Curve,423,Optimism
2022-06-05,Sushiswap,56,Optimism
2022-06-05,Synthetix,172,Optimism
2022-06-05,Uniswap,5979,Optimism
2022-06-05,Velodrome,831,Optimism
2022-06-05,Balancer,2732,Polygon
2022-06-05,Curve,603,Polygon
2022-06-05,DODO,1788,Polygon
2022-06-05,KyberSwap,2690,Polygon
2022-06-05,QuickSwap,19665,Polygon
2022-06-05,Sushiswap,5131,Polygon
2022-06-05,Uniswap,11184,Polygon
2022-06-04,Curve,349,Avalanche
2022-06-04,GMX,93,Avalanche
2022-06-04,Hashflow,66,Avalanche
2022-06-04,KyberSwap,199,Avalanche
2022-06-04,Pangolin,2167,Avalanche
2022-06-04,Platypus,423,Avalanche
2022-06-04,Sushiswap,788,Avalanche
2022-06-04,Trader Joe,9824,Avalanche
2022-06-04,WOOFi,140,Avalanche
2022-06-04,Balancer,279,Ethereum
2022-06-04,Curve,446,Ethereum
2022-06-04,DODO,28,Ethereum
2022-06-04,Fraxswap,18,Ethereum
2022-06-04,Hashflow,14,Ethereum
2022-06-04,KyberSwap,42,Ethereum
2022-06-04,Shibaswap,482,Ethereum
2022-06-04,Sushiswap,2078,Ethereum
2022-06-04,Synthetix,13,Ethereum
2022-06-04,Uniswap,21895,Ethereum
2022-06-04,Beethoven X,381,Optimism
2022-06-04,Curve,483,Optimism
2022-06-04,Sushiswap,83,Optimism
2022-06-04,Synthetix,182,Optimism
2022-06-04,Uniswap,5563,Optimism
2022-06-04,Velodrome,952,Optimism
2022-06-04,Balancer,2785,Polygon
2022-06-04,Curve,652,Polygon
2022-06-04,DODO,1748,Polygon
2022-06-04,Fraxswap,2,Polygon
2022-06-04,KyberSwap,2833,Polygon
2022-06-04,QuickSwap,20138,Polygon
2022-06-04,Sushiswap,5640,Polygon
2022-06-04,Uniswap,10643,Polygon
2022-06-03,Curve,478,Avalanche
2022-06-03,GMX,101,Avalanche
2022-06-03,Hashflow,78,Avalanche
2022-06-03,KyberSwap,227,Avalanche
2022-06-03,Pangolin,2210,Avalanche
2022-06-03,Platypus,519,Avalanche
2022-06-03,Sushiswap,1030,Avalanche
2022-06-03,Trader Joe,11501,Avalanche
2022-06-03,WOOFi,151,Avalanche
2022-06-03,Balancer,521,Ethereum
2022-06-03,Curve,506,Ethereum
2022-06-03,DODO,26,Ethereum
2022-06-03,Fraxswap,8,Ethereum
2022-06-03,Hashflow,27,Ethereum
2022-06-03,KyberSwap,38,Ethereum
2022-06-03,Shibaswap,440,Ethereum
2022-06-03,Sushiswap,2292,Ethereum
2022-06-03,Synthetix,12,Ethereum
2022-06-03,Uniswap,21689,Ethereum
2022-06-03,Beethoven X,658,Optimism
2022-06-03,Curve,730,Optimism
2022-06-03,Sushiswap,94,Optimism
2022-06-03,Synthetix,214,Optimism
2022-06-03,Uniswap,7987,Optimism
2022-06-03,Velodrome,1830,Optimism
2022-06-03,Balancer,2839,Polygon
2022-06-03,Curve,665,Polygon
2022-06-03,DODO,1729,Polygon
2022-06-03,KyberSwap,2843,Polygon
2022-06-03,QuickSwap,21217,Polygon
2022-06-03,Sushiswap,5564,Polygon
2022-06-03,Uniswap,11225,Polygon
2022-06-02,Curve,471,Avalanche
2022-06-02,GMX,102,Avalanche
2022-06-02,Hashflow,75,Avalanche
2022-06-02,KyberSwap,249,Avalanche
2022-06-02,Pangolin,2268,Avalanche
2022-06-02,Platypus,541,Avalanche
2022-06-02,Sushiswap,1031,Avalanche
2022-06-02,Trader Joe,11376,Avalanche
2022-06-02,WOOFi,182,Avalanche
2022-06-02,Balancer,471,Ethereum
2022-06-02,Curve,525,Ethereum
2022-06-02,DODO,36,Ethereum
2022-06-02,Fraxswap,14,Ethereum
2022-06-02,Hashflow,24,Ethereum
2022-06-02,KyberSwap,44,Ethereum
2022-06-02,Shibaswap,422,Ethereum
2022-06-02,Sushiswap,2388,Ethereum
2022-06-02,Synthetix,15,Ethereum
2022-06-02,Uniswap,19030,Ethereum
2022-06-02,Beethoven X,326,Optimism
2022-06-02,Curve,962,Optimism
2022-06-02,DODO,1,Optimism
2022-06-02,Sushiswap,127,Optimism
2022-06-02,Synthetix,182,Optimism
2022-06-02,Uniswap,15079,Optimism
2022-06-02,Velodrome,6026,Optimism
2022-06-02,Balancer,2948,Polygon
2022-06-02,Curve,674,Polygon
2022-06-02,DODO,1804,Polygon
2022-06-02,KyberSwap,3468,Polygon
2022-06-02,QuickSwap,22780,Polygon
2022-06-02,Sushiswap,5683,Polygon
2022-06-02,Uniswap,12323,Polygon
2022-06-01,Curve,470,Avalanche
2022-06-01,GMX,173,Avalanche
2022-06-01,Hashflow,80,Avalanche
2022-06-01,KyberSwap,254,Avalanche
2022-06-01,Pangolin,2425,Avalanche
2022-06-01,Platypus,613,Avalanche
2022-06-01,Sushiswap,1035,Avalanche
2022-06-01,Trader Joe,12282,Avalanche
2022-06-01,WOOFi,188,Avalanche
2022-06-01,Balancer,551,Ethereum
2022-06-01,Curve,661,Ethereum
2022-06-01,DODO,40,Ethereum
2022-06-01,Fraxswap,19,Ethereum
2022-06-01,Hashflow,29,Ethereum
2022-06-01,KyberSwap,71,Ethereum
2022-06-01,Shibaswap,511,Ethereum
2022-06-01,Sushiswap,2906,Ethereum
2022-06-01,Synthetix,11,Ethereum
2022-06-01,Uniswap,21920,Ethereum
2022-06-01,Beethoven X,20,Optimism
2022-06-01,Curve,2445,Optimism
2022-06-01,Sushiswap,415,Optimism
2022-06-01,Synthetix,207,Optimism
2022-06-01,Uniswap,33800,Optimism
2022-06-01,Velodrome,69,Optimism
2022-06-01,Balancer,3481,Polygon
2022-06-01,Curve,711,Polygon
2022-06-01,DODO,2163,Polygon
2022-06-01,Fraxswap,1,Polygon
2022-06-01,KyberSwap,3240,Polygon
2022-06-01,QuickSwap,24616,Polygon
2022-06-01,Sushiswap,5993,Polygon
2022-06-01,Uniswap,13107,Polygon
2022-05-31,Curve,467,Avalanche
2022-05-31,GMX,162,Avalanche
2022-05-31,Hashflow,98,Avalanche
2022-05-31,KyberSwap,315,Avalanche
2022-05-31,Pangolin,2808,Avalanche
2022-05-31,Platypus,571,Avalanche
2022-05-31,Sushiswap,1242,Avalanche
2022-05-31,Trader Joe,12590,Avalanche
2022-05-31,WOOFi,186,Avalanche
2022-05-31,Balancer,567,Ethereum
2022-05-31,Curve,666,Ethereum
2022-05-31,DODO,46,Ethereum
2022-05-31,Fraxswap,9,Ethereum
2022-05-31,Hashflow,90,Ethereum
2022-05-31,KyberSwap,82,Ethereum
2022-05-31,Shibaswap,580,Ethereum
2022-05-31,Sushiswap,3032,Ethereum
2022-05-31,Synthetix,22,Ethereum
2022-05-31,Uniswap,22751,Ethereum
2022-05-31,Beethoven X,17,Optimism
2022-05-31,Curve,1500,Optimism
2022-05-31,Sushiswap,40,Optimism
2022-05-31,Synthetix,157,Optimism
2022-05-31,Uniswap,15536,Optimism
2022-05-31,Balancer,3484,Polygon
2022-05-31,Curve,519,Polygon
2022-05-31,DODO,2032,Polygon
2022-05-31,Fraxswap,2,Polygon
2022-05-31,KyberSwap,3494,Polygon
2022-05-31,QuickSwap,25460,Polygon
2022-05-31,Sushiswap,6005,Polygon
2022-05-31,Uniswap,13031,Polygon
2022-05-30,Curve,489,Avalanche
2022-05-30,GMX,198,Avalanche
2022-05-30,Hashflow,86,Avalanche
2022-05-30,KyberSwap,299,Avalanche
2022-05-30,Pangolin,2858,Avalanche
2022-05-30,Platypus,596,Avalanche
2022-05-30,Sushiswap,974,Avalanche
2022-05-30,Trader Joe,12658,Avalanche
2022-05-30,WOOFi,225,Avalanche
2022-05-30,Balancer,648,Ethereum
2022-05-30,Curve,754,Ethereum
2022-05-30,DODO,70,Ethereum
2022-05-30,Fraxswap,18,Ethereum
2022-05-30,Hashflow,70,Ethereum
2022-05-30,KyberSwap,88,Ethereum
2022-05-30,Shibaswap,773,Ethereum
2022-05-30,Sushiswap,3108,Ethereum
2022-05-30,Synthetix,25,Ethereum
2022-05-30,Uniswap,24083,Ethereum
2022-05-30,Curve,316,Optimism
2022-05-30,Sushiswap,27,Optimism
2022-05-30,Synthetix,245,Optimism
2022-05-30,Uniswap,2656,Optimism
2022-05-30,Balancer,3658,Polygon
2022-05-30,Curve,494,Polygon
2022-05-30,DODO,1954,Polygon
2022-05-30,Fraxswap,1,Polygon
2022-05-30,KyberSwap,3701,Polygon
2022-05-30,QuickSwap,23933,Polygon
2022-05-30,Sushiswap,5284,Polygon
2022-05-30,Uniswap,12466,Polygon
2022-05-29,Curve,380,Avalanche
2022-05-29,GMX,146,Avalanche
2022-05-29,Hashflow,68,Avalanche
2022-05-29,KyberSwap,242,Avalanche
2022-05-29,Pangolin,2068,Avalanche
2022-05-29,Platypus,462,Avalanche
2022-05-29,Sushiswap,880,Avalanche
2022-05-29,Trader Joe,10588,Avalanche
2022-05-29,WOOFi,176,Avalanche
2022-05-29,Balancer,403,Ethereum
2022-05-29,Curve,637,Ethereum
2022-05-29,DODO,46,Ethereum
2022-05-29,Fraxswap,15,Ethereum
2022-05-29,Hashflow,44,Ethereum
2022-05-29,KyberSwap,69,Ethereum
2022-05-29,Shibaswap,492,Ethereum
2022-05-29,Sushiswap,3056,Ethereum
2022-05-29,Synthetix,9,Ethereum
2022-05-29,Uniswap,21435,Ethereum
2022-05-29,Curve,247,Optimism
2022-05-29,Sushiswap,29,Optimism
2022-05-29,Synthetix,157,Optimism
2022-05-29,Uniswap,2134,Optimism
2022-05-29,Balancer,2729,Polygon
2022-05-29,Curve,589,Polygon
2022-05-29,DODO,1624,Polygon
2022-05-29,KyberSwap,3452,Polygon
2022-05-29,QuickSwap,20764,Polygon
2022-05-29,Sushiswap,4342,Polygon
2022-05-29,Uniswap,10329,Polygon
2022-05-28,Curve,397,Avalanche
2022-05-28,GMX,150,Avalanche
2022-05-28,Hashflow,68,Avalanche
2022-05-28,KyberSwap,246,Avalanche
2022-05-28,Pangolin,2261,Avalanche
2022-05-28,Platypus,485,Avalanche
2022-05-28,Sushiswap,925,Avalanche
2022-05-28,Trader Joe,10593,Avalanche
2022-05-28,WOOFi,160,Avalanche
2022-05-28,Balancer,523,Ethereum
2022-05-28,Curve,735,Ethereum
2022-05-28,DODO,35,Ethereum
2022-05-28,Fraxswap,13,Ethereum
2022-05-28,Hashflow,72,Ethereum
2022-05-28,KyberSwap,72,Ethereum
2022-05-28,Shibaswap,579,Ethereum
2022-05-28,Sushiswap,3175,Ethereum
2022-05-28,Synthetix,3,Ethereum
2022-05-28,Uniswap,24401,Ethereum
2022-05-28,Curve,253,Optimism
2022-05-28,Sushiswap,15,Optimism
2022-05-28,Synthetix,223,Optimism
2022-05-28,Uniswap,2373,Optimism
2022-05-28,Balancer,3164,Polygon
2022-05-28,Curve,662,Polygon
2022-05-28,DODO,1737,Polygon
2022-05-28,KyberSwap,2730,Polygon
2022-05-28,QuickSwap,23218,Polygon
2022-05-28,Sushiswap,5220,Polygon
2022-05-28,Uniswap,10710,Polygon
2022-05-27,Curve,595,Avalanche
2022-05-27,GMX,193,Avalanche
2022-05-27,Hashflow,95,Avalanche
2022-05-27,KyberSwap,378,Avalanche
2022-05-27,Pangolin,2873,Avalanche
2022-05-27,Platypus,673,Avalanche
2022-05-27,Sushiswap,1021,Avalanche
2022-05-27,Trader Joe,13072,Avalanche
2022-05-27,WOOFi,276,Avalanche
2022-05-27,Balancer,665,Ethereum
2022-05-27,Curve,811,Ethereum
2022-05-27,DODO,80,Ethereum
2022-05-27,Fraxswap,11,Ethereum
2022-05-27,Hashflow,52,Ethereum
2022-05-27,KyberSwap,75,Ethereum
2022-05-27,Shibaswap,773,Ethereum
2022-05-27,Sushiswap,3260,Ethereum
2022-05-27,Synthetix,12,Ethereum
2022-05-27,Uniswap,26694,Ethereum
2022-05-27,Curve,239,Optimism
2022-05-27,Sushiswap,18,Optimism
2022-05-27,Synthetix,133,Optimism
2022-05-27,Uniswap,2535,Optimism
2022-05-27,Balancer,3865,Polygon
2022-05-27,Curve,758,Polygon
2022-05-27,DODO,2046,Polygon
2022-05-27,Fraxswap,3,Polygon
2022-05-27,KyberSwap,2524,Polygon
2022-05-27,QuickSwap,24687,Polygon
2022-05-27,Sushiswap,7325,Polygon
2022-05-27,Uniswap,11707,Polygon
2022-05-26,Curve,560,Avalanche
2022-05-26,Fraxswap,1,Avalanche
2022-05-26,GMX,181,Avalanche
2022-05-26,Hashflow,114,Avalanche
2022-05-26,KyberSwap,379,Avalanche
2022-05-26,Pangolin,3184,Avalanche
2022-05-26,Platypus,721,Avalanche
2022-05-26,Sushiswap,1021,Avalanche
2022-05-26,Trader Joe,13216,Avalanche
2022-05-26,WOOFi,288,Avalanche
2022-05-26,Balancer,652,Ethereum
2022-05-26,Curve,895,Ethereum
2022-05-26,DODO,48,Ethereum
2022-05-26,Fraxswap,10,Ethereum
2022-05-26,Hashflow,83,Ethereum
2022-05-26,KyberSwap,93,Ethereum
2022-05-26,Shibaswap,682,Ethereum
2022-05-26,Sushiswap,3493,Ethereum
2022-05-26,Synthetix,6,Ethereum
2022-05-26,Uniswap,24727,Ethereum
2022-05-26,Curve,203,Optimism
2022-05-26,Sushiswap,17,Optimism
2022-05-26,Synthetix,114,Optimism
2022-05-26,Uniswap,2239,Optimism
2022-05-26,Balancer,3971,Polygon
2022-05-26,Curve,809,Polygon
2022-05-26,DODO,2377,Polygon
2022-05-26,Fraxswap,2,Polygon
2022-05-26,KyberSwap,3140,Polygon
2022-05-26,QuickSwap,26747,Polygon
2022-05-26,Sushiswap,6459,Polygon
2022-05-26,Uniswap,12794,Polygon
2022-05-25,Curve,448,Avalanche
2022-05-25,GMX,122,Avalanche
2022-05-25,Hashflow,91,Avalanche
2022-05-25,KyberSwap,250,Avalanche
2022-05-25,Pangolin,2749,Avalanche
2022-05-25,Platypus,570,Avalanche
2022-05-25,Sushiswap,956,Avalanche
2022-05-25,Trader Joe,12160,Avalanche
2022-05-25,WOOFi,152,Avalanche
2022-05-25,Balancer,496,Ethereum
2022-05-25,Curve,642,Ethereum
2022-05-25,DODO,35,Ethereum
2022-05-25,Fraxswap,15,Ethereum
2022-05-25,Hashflow,57,Ethereum
2022-05-25,KyberSwap,72,Ethereum
2022-05-25,Shibaswap,606,Ethereum
2022-05-25,Sushiswap,3206,Ethereum
2022-05-25,Synthetix,17,Ethereum
2022-05-25,Uniswap,23512,Ethereum
2022-05-25,Beethoven X,1,Optimism
2022-05-25,Curve,200,Optimism
2022-05-25,Sushiswap,25,Optimism
2022-05-25,Synthetix,132,Optimism
2022-05-25,Uniswap,2877,Optimism
2022-05-25,Balancer,3167,Polygon
2022-05-25,Curve,796,Polygon
2022-05-25,DODO,2242,Polygon
2022-05-25,Fraxswap,3,Polygon
2022-05-25,KyberSwap,3130,Polygon
2022-05-25,QuickSwap,24744,Polygon
2022-05-25,Sushiswap,6067,Polygon
2022-05-25,Uniswap,12460,Polygon
2022-05-24,Curve,419,Avalanche
2022-05-24,GMX,125,Avalanche
2022-05-24,Hashflow,75,Avalanche
2022-05-24,KyberSwap,281,Avalanche
2022-05-24,Pangolin,2618,Avalanche
2022-05-24,Platypus,538,Avalanche
2022-05-24,Sushiswap,886,Avalanche
2022-05-24,Trader Joe,11885,Avalanche
2022-05-24,WOOFi,166,Avalanche
2022-05-24,Balancer,608,Ethereum
2022-05-24,Curve,683,Ethereum
2022-05-24,DODO,50,Ethereum
2022-05-24,Fraxswap,11,Ethereum
2022-05-24,Hashflow,41,Ethereum
2022-05-24,KyberSwap,89,Ethereum
2022-05-24,Shibaswap,578,Ethereum
2022-05-24,Sushiswap,3211,Ethereum
2022-05-24,Synthetix,17,Ethereum
2022-05-24,Uniswap,25280,Ethereum
2022-05-24,Curve,251,Optimism
2022-05-24,Sushiswap,33,Optimism
2022-05-24,Synthetix,108,Optimism
2022-05-24,Uniswap,2447,Optimism
2022-05-24,Balancer,3261,Polygon
2022-05-24,Curve,580,Polygon
2022-05-24,DODO,2103,Polygon
2022-05-24,KyberSwap,3695,Polygon
2022-05-24,QuickSwap,24327,Polygon
2022-05-24,Sushiswap,6059,Polygon
2022-05-24,Uniswap,12733,Polygon
2022-05-23,Curve,419,Avalanche
2022-05-23,GMX,135,Avalanche
2022-05-23,Hashflow,81,Avalanche
2022-05-23,KyberSwap,266,Avalanche
2022-05-23,Pangolin,3142,Avalanche
2022-05-23,Platypus,601,Avalanche
2022-05-23,Sushiswap,985,Avalanche
2022-05-23,Trader Joe,13743,Avalanche
2022-05-23,WOOFi,185,Avalanche
2022-05-23,Balancer,631,Ethereum
2022-05-23,Curve,793,Ethereum
2022-05-23,DODO,53,Ethereum
2022-05-23,Fraxswap,17,Ethereum
2022-05-23,Hashflow,46,Ethereum
2022-05-23,KyberSwap,101,Ethereum
2022-05-23,Shibaswap,703,Ethereum
2022-05-23,Sushiswap,3821,Ethereum
2022-05-23,Synthetix,17,Ethereum
2022-05-23,Uniswap,28184,Ethereum
2022-05-23,Beethoven X,1,Optimism
2022-05-23,Curve,273,Optimism
2022-05-23,Sushiswap,20,Optimism
2022-05-23,Synthetix,138,Optimism
2022-05-23,Uniswap,2087,Optimism
2022-05-23,Balancer,3855,Polygon
2022-05-23,Curve,643,Polygon
2022-05-23,DODO,2493,Polygon
2022-05-23,Fraxswap,1,Polygon
2022-05-23,KyberSwap,3822,Polygon
2022-05-23,QuickSwap,25382,Polygon
2022-05-23,Sushiswap,6868,Polygon
2022-05-23,Uniswap,13883,Polygon
2022-05-22,Curve,370,Avalanche
2022-05-22,GMX,123,Avalanche
2022-05-22,Hashflow,112,Avalanche
2022-05-22,KyberSwap,216,Avalanche
2022-05-22,Pangolin,2675,Avalanche
2022-05-22,Platypus,502,Avalanche
2022-05-22,Sushiswap,773,Avalanche
2022-05-22,Trader Joe,12009,Avalanche
2022-05-22,WOOFi,152,Avalanche
2022-05-22,Balancer,464,Ethereum
2022-05-22,Curve,698,Ethereum
2022-05-22,DODO,33,Ethereum
2022-05-22,Fraxswap,21,Ethereum
2022-05-22,Hashflow,60,Ethereum
2022-05-22,KyberSwap,65,Ethereum
2022-05-22,Shibaswap,550,Ethereum
2022-05-22,Sushiswap,3534,Ethereum
2022-05-22,Synthetix,6,Ethereum
2022-05-22,Uniswap,24628,Ethereum
2022-05-22,Curve,288,Optimism
2022-05-22,Sushiswap,59,Optimism
2022-05-22,Synthetix,129,Optimism
2022-05-22,Uniswap,2161,Optimism
2022-05-22,Balancer,3631,Polygon
2022-05-22,Curve,712,Polygon
2022-05-22,DODO,2145,Polygon
2022-05-22,Fraxswap,1,Polygon
2022-05-22,KyberSwap,2724,Polygon
2022-05-22,QuickSwap,24328,Polygon
2022-05-22,Sushiswap,6197,Polygon
2022-05-22,Uniswap,12333,Polygon
2022-05-21,Curve,360,Avalanche
2022-05-21,GMX,104,Avalanche
2022-05-21,Hashflow,105,Avalanche
2022-05-21,KyberSwap,216,Avalanche
2022-05-21,Pangolin,2264,Avalanche
2022-05-21,Platypus,463,Avalanche
2022-05-21,Sushiswap,709,Avalanche
2022-05-21,Trader Joe,11720,Avalanche
2022-05-21,WOOFi,129,Avalanche
2022-05-21,Balancer,557,Ethereum
2022-05-21,Curve,752,Ethereum
2022-05-21,DODO,31,Ethereum
2022-05-21,Fraxswap,13,Ethereum
2022-05-21,Hashflow,56,Ethereum
2022-05-21,KyberSwap,64,Ethereum
2022-05-21,Shibaswap,550,Ethereum
2022-05-21,Sushiswap,3381,Ethereum
2022-05-21,Synthetix,3,Ethereum
2022-05-21,Uniswap,23129,Ethereum
2022-05-21,Curve,275,Optimism
2022-05-21,Sushiswap,12,Optimism
2022-05-21,Synthetix,119,Optimism
2022-05-21,Uniswap,2192,Optimism
2022-05-21,Balancer,3049,Polygon
2022-05-21,Curve,805,Polygon
2022-05-21,DODO,1894,Polygon
2022-05-21,KyberSwap,2619,Polygon
2022-05-21,QuickSwap,21970,Polygon
2022-05-21,Sushiswap,5931,Polygon
2022-05-21,Uniswap,11843,Polygon
2022-05-20,Curve,495,Avalanche
2022-05-20,GMX,120,Avalanche
2022-05-20,Hashflow,70,Avalanche
2022-05-20,KyberSwap,298,Avalanche
2022-05-20,Pangolin,2859,Avalanche
2022-05-20,Platypus,633,Avalanche
2022-05-20,Sushiswap,934,Avalanche
2022-05-20,Trader Joe,14652,Avalanche
2022-05-20,WOOFi,235,Avalanche
2022-05-20,Balancer,670,Ethereum
2022-05-20,Curve,834,Ethereum
2022-05-20,DODO,51,Ethereum
2022-05-20,Fraxswap,21,Ethereum
2022-05-20,Hashflow,48,Ethereum
2022-05-20,KyberSwap,92,Ethereum
2022-05-20,Shibaswap,651,Ethereum
2022-05-20,Sushiswap,3365,Ethereum
2022-05-20,Synthetix,9,Ethereum
