Date,Blockchain,DEX,Values
2021-08-26,Ethereum,Curve,757
2021-08-26,Ethereum,Sushi,14130
2021-08-26,Ethereum,Synthetix,42
2021-08-26,Ethereum,Uniswap,92959
2021-08-25,Ethereum,Balancer,579
2021-08-25,Ethereum,Curve,707
2021-08-25,Ethereum,Sushi,13471
2021-08-25,Ethereum,Synthetix,28
2021-08-25,Ethereum,Uniswap,90337
2021-08-24,Ethereum,Balancer,702
2021-08-24,Ethereum,Curve,941
2021-08-24,Ethereum,Sushi,15442
2021-08-24,Ethereum,Synthetix,42
2021-08-24,Ethereum,Uniswap,95129
2021-08-23,Ethereum,Balancer,824
2021-08-23,Ethereum,Curve,890
2021-08-23,Ethereum,Sushi,18224
2021-08-23,Ethereum,Synthetix,55
2021-08-23,Ethereum,Uniswap,108819
2021-08-22,Ethereum,Balancer,869
2021-08-22,Ethereum,Curve,905
2021-08-22,Ethereum,Sushi,23321
2021-08-22,Ethereum,Synthetix,27
2021-08-22,Ethereum,Uniswap,110122
2021-08-21,Ethereum,Balancer,1374
2021-08-21,Ethereum,Curve,883
2021-08-21,Ethereum,Sushi,20172
2021-08-21,Ethereum,Synthetix,39
2021-08-21,Ethereum,Uniswap,102661
2021-08-20,Ethereum,Balancer,912
2021-08-20,Ethereum,Curve,898
2021-08-20,Ethereum,Sushi,19916
2021-08-20,Ethereum,Synthetix,40
2021-08-20,Ethereum,Uniswap,114260
2021-08-19,Ethereum,Balancer,1077
2021-08-19,Ethereum,Curve,1215
2021-08-19,Ethereum,Sushi,21025
2021-08-19,Ethereum,Synthetix,49
2021-08-19,Ethereum,Uniswap,111082
2021-08-18,Ethereum,Balancer,1393
2021-08-18,Ethereum,Curve,1327
2021-08-18,Ethereum,Sushi,19068
2021-08-18,Ethereum,Synthetix,62
2021-08-18,Ethereum,Uniswap,109571
2021-08-17,Ethereum,Balancer,1623
2021-08-17,Ethereum,Curve,1249
2021-08-17,Ethereum,Sushi,21549
2021-08-17,Ethereum,Synthetix,40
2021-08-17,Ethereum,Uniswap,106671
2021-08-16,Ethereum,Balancer,1143
2021-08-16,Ethereum,Curve,1182
2021-08-16,Ethereum,Sushi,16934
2021-08-16,Ethereum,Synthetix,68
2021-08-16,Ethereum,Uniswap,92164
2021-08-15,Ethereum,Balancer,1122
2021-08-15,Ethereum,Curve,838
2021-08-15,Ethereum,Sushi,13701
2021-08-15,Ethereum,Synthetix,15
2021-08-15,Ethereum,Uniswap,84327
2021-08-14,Ethereum,Balancer,722
2021-08-14,Ethereum,Curve,890
2021-08-14,Ethereum,Sushi,14898
2021-08-14,Ethereum,Synthetix,31
2021-08-14,Ethereum,Uniswap,86509
2021-08-13,Ethereum,Balancer,1025
2021-08-13,Ethereum,Curve,903
2021-08-13,Ethereum,Sushi,14091
2021-08-13,Ethereum,Synthetix,42
2021-08-13,Ethereum,Uniswap,87581
2021-08-12,Ethereum,Balancer,1211
2021-08-12,Ethereum,Curve,947
2021-08-12,Ethereum,Sushi,15843
2021-08-12,Ethereum,Synthetix,42
2021-08-12,Ethereum,Uniswap,94635
2021-08-11,Ethereum,Balancer,1003
2021-08-11,Ethereum,Curve,951
2021-08-11,Ethereum,Sushi,16451
2021-08-11,Ethereum,Synthetix,58
2021-08-11,Ethereum,Uniswap,99963
2021-08-10,Ethereum,Balancer,995
2021-08-10,Ethereum,Curve,971
2021-08-10,Ethereum,Sushi,13094
2021-08-10,Ethereum,Synthetix,29
2021-08-10,Ethereum,Uniswap,90907
2021-08-09,Ethereum,Balancer,1088
2021-08-09,Ethereum,Curve,1077
2021-08-09,Ethereum,Sushi,16261
2021-08-09,Ethereum,Synthetix,46
2021-08-09,Ethereum,Uniswap,92363
2021-08-08,Ethereum,Balancer,902
2021-08-08,Ethereum,Curve,1029
2021-08-08,Ethereum,Sushi,15306
2021-08-08,Ethereum,Synthetix,33
2021-08-08,Ethereum,Uniswap,95239
2021-08-07,Ethereum,Balancer,1139
2021-08-07,Ethereum,Curve,1097
2021-08-07,Ethereum,Sushi,15592
2021-08-07,Ethereum,Synthetix,33
2021-08-07,Ethereum,Uniswap,101726
2021-08-06,Ethereum,Balancer,1025
2021-08-06,Ethereum,Curve,1018
2021-08-06,Ethereum,Sushi,14557
2021-08-06,Ethereum,Synthetix,23
2021-08-06,Ethereum,Uniswap,97203
2021-08-05,Ethereum,Balancer,1221
2021-08-05,Ethereum,Curve,1060
2021-08-05,Ethereum,Sushi,16100
2021-08-05,Ethereum,Synthetix,45
2021-08-05,Ethereum,Uniswap,103164
2021-08-04,Ethereum,Balancer,1091
2021-08-04,Ethereum,Curve,1123
2021-08-04,Ethereum,Sushi,15694
2021-08-04,Ethereum,Synthetix,79
2021-08-04,Ethereum,Uniswap,112498
2021-08-03,Ethereum,Balancer,956
2021-08-03,Ethereum,Curve,1245
2021-08-03,Ethereum,Sushi,14116
2021-08-03,Ethereum,Synthetix,32
2021-08-03,Ethereum,Uniswap,109291
2021-08-02,Ethereum,Balancer,930
2021-08-02,Ethereum,Curve,1044
2021-08-02,Ethereum,Sushi,13778
2021-08-02,Ethereum,Synthetix,54
2021-08-02,Ethereum,Uniswap,108487
2021-08-01,Ethereum,Balancer,1335
2021-08-01,Ethereum,Curve,1238
2021-08-01,Ethereum,Sushi,16117
2021-08-01,Ethereum,Synthetix,58
2021-08-01,Ethereum,Uniswap,122643
2021-07-31,Ethereum,Balancer,917
2021-07-31,Ethereum,Curve,965
2021-07-31,Ethereum,Sushi,14776
2021-07-31,Ethereum,Synthetix,41
2021-07-31,Ethereum,Uniswap,131752
2021-07-30,Ethereum,Balancer,1186
2021-07-30,Ethereum,Curve,1139
2021-07-30,Ethereum,Sushi,14123
2021-07-30,Ethereum,Synthetix,43
2021-07-30,Ethereum,Uniswap,130238
2021-07-29,Ethereum,Balancer,937
2021-07-29,Ethereum,Curve,878
2021-07-29,Ethereum,Sushi,15266
2021-07-29,Ethereum,Synthetix,37
2021-07-29,Ethereum,Uniswap,129851
2021-07-28,Ethereum,Balancer,957
2021-07-28,Ethereum,Curve,1139
2021-07-28,Ethereum,Sushi,14800
2021-07-28,Ethereum,Synthetix,38
2021-07-28,Ethereum,Uniswap,111287
2021-07-27,Ethereum,Balancer,1235
2021-07-27,Ethereum,Curve,1250
2021-07-27,Ethereum,Sushi,14538
2021-07-27,Ethereum,Synthetix,26
2021-07-27,Ethereum,Uniswap,106911
2021-07-26,Ethereum,Balancer,1819
2021-07-26,Ethereum,Curve,1684
2021-07-26,Ethereum,Sushi,17402
2021-07-26,Ethereum,Synthetix,64
2021-07-26,Ethereum,Uniswap,135056
2021-07-25,Ethereum,Balancer,987
2021-07-25,Ethereum,Curve,1026
2021-07-25,Ethereum,Sushi,13211
2021-07-25,Ethereum,Synthetix,29
2021-07-25,Ethereum,Uniswap,122031
2021-07-24,Ethereum,Balancer,1292
2021-07-24,Ethereum,Curve,1318
2021-07-24,Ethereum,Sushi,15095
2021-07-24,Ethereum,Synthetix,54
2021-07-24,Ethereum,Uniswap,126113
2021-07-23,Ethereum,Balancer,1305
2021-07-23,Ethereum,Curve,1170
2021-07-23,Ethereum,Sushi,15645
2021-07-23,Ethereum,Synthetix,57
2021-07-23,Ethereum,Uniswap,109895
2021-07-22,Ethereum,Balancer,1212
2021-07-22,Ethereum,Curve,1442
2021-07-22,Ethereum,Sushi,13324
2021-07-22,Ethereum,Synthetix,48
2021-07-22,Ethereum,Uniswap,101421
2021-07-21,Ethereum,Balancer,1937
2021-07-21,Ethereum,Curve,1859
2021-07-21,Ethereum,Sushi,14303
2021-07-21,Ethereum,Synthetix,97
2021-07-21,Ethereum,Uniswap,109567
2021-07-20,Ethereum,Balancer,1461
2021-07-20,Ethereum,Curve,1643
2021-07-20,Ethereum,Sushi,12455
2021-07-20,Ethereum,Synthetix,77
2021-07-20,Ethereum,Uniswap,108376
2021-07-19,Ethereum,Balancer,1007
2021-07-19,Ethereum,Curve,1200
2021-07-19,Ethereum,Sushi,12125
2021-07-19,Ethereum,Synthetix,64
2021-07-19,Ethereum,Uniswap,106151
2021-07-18,Ethereum,Balancer,1058
2021-07-18,Ethereum,Curve,858
2021-07-18,Ethereum,Sushi,10783
2021-07-18,Ethereum,Synthetix,20
2021-07-18,Ethereum,Uniswap,98841
2021-07-17,Ethereum,Balancer,998
2021-07-17,Ethereum,Curve,950
2021-07-17,Ethereum,Sushi,11305
2021-07-17,Ethereum,Synthetix,28
2021-07-17,Ethereum,Uniswap,106011
2021-07-16,Ethereum,Balancer,1023
2021-07-16,Ethereum,Curve,1198
2021-07-16,Ethereum,Sushi,11311
2021-07-16,Ethereum,Synthetix,44
2021-07-16,Ethereum,Uniswap,109097
2021-07-15,Ethereum,Balancer,996
2021-07-15,Ethereum,Curve,1121
2021-07-15,Ethereum,Sushi,12194
2021-07-15,Ethereum,Synthetix,32
2021-07-15,Ethereum,Uniswap,129586
2021-07-14,Ethereum,Balancer,901
2021-07-14,Ethereum,Curve,1195
2021-07-14,Ethereum,Sushi,10726
2021-07-14,Ethereum,Synthetix,32
2021-07-14,Ethereum,Uniswap,125284
2021-07-13,Ethereum,Balancer,808
2021-07-13,Ethereum,Curve,1208
2021-07-13,Ethereum,Sushi,10952
2021-07-13,Ethereum,Synthetix,76
2021-07-13,Ethereum,Uniswap,114858
2021-07-12,Ethereum,Balancer,900
2021-07-12,Ethereum,Curve,1162
2021-07-12,Ethereum,Sushi,10206
2021-07-12,Ethereum,Synthetix,93
2021-07-12,Ethereum,Uniswap,102436
2021-07-11,Ethereum,Balancer,868
2021-07-11,Ethereum,Curve,1130
2021-07-11,Ethereum,Sushi,12324
2021-07-11,Ethereum,Synthetix,57
2021-07-11,Ethereum,Uniswap,109756
2021-07-10,Ethereum,Balancer,959
2021-07-10,Ethereum,Curve,1360
2021-07-10,Ethereum,Sushi,11969
2021-07-10,Ethereum,Synthetix,27
2021-07-10,Ethereum,Uniswap,116205
2021-07-09,Ethereum,Balancer,1310
2021-07-09,Ethereum,Curve,1359
2021-07-09,Ethereum,Sushi,11085
2021-07-09,Ethereum,Synthetix,58
2021-07-09,Ethereum,Uniswap,111327
2021-07-08,Ethereum,Balancer,1072
2021-07-08,Ethereum,Curve,1255
2021-07-08,Ethereum,Sushi,11502
2021-07-08,Ethereum,Synthetix,49
2021-07-08,Ethereum,Uniswap,110194
2021-07-07,Ethereum,Balancer,1013
2021-07-07,Ethereum,Curve,881
2021-07-07,Ethereum,Sushi,12226
2021-07-07,Ethereum,Synthetix,76
2021-07-07,Ethereum,Uniswap,106622
2021-07-06,Ethereum,Balancer,1466
2021-07-06,Ethereum,Curve,1219
2021-07-06,Ethereum,Sushi,13390
2021-07-06,Ethereum,Synthetix,108
2021-07-06,Ethereum,Uniswap,105790
2021-07-05,Ethereum,Balancer,1777
2021-07-05,Ethereum,Curve,1344
2021-07-05,Ethereum,Sushi,15745
2021-07-05,Ethereum,Synthetix,132
2021-07-05,Ethereum,Uniswap,134240
2021-07-04,Ethereum,Balancer,1840
2021-07-04,Ethereum,Curve,1178
2021-07-04,Ethereum,Sushi,14599
2021-07-04,Ethereum,Synthetix,61
2021-07-04,Ethereum,Uniswap,145785
2021-07-03,Ethereum,Balancer,1305
2021-07-03,Ethereum,Curve,1352
2021-07-03,Ethereum,Sushi,13134
2021-07-03,Ethereum,Synthetix,84
2021-07-03,Ethereum,Uniswap,146423
2021-07-02,Ethereum,Balancer,1329
2021-07-02,Ethereum,Curve,1673
2021-07-02,Ethereum,Sushi,12406
2021-07-02,Ethereum,Synthetix,88
2021-07-02,Ethereum,Uniswap,136892
2021-07-01,Ethereum,Balancer,1462
2021-07-01,Ethereum,Curve,1632
2021-07-01,Ethereum,Sushi,12900
2021-07-01,Ethereum,Synthetix,85
2021-07-01,Ethereum,Uniswap,139798
2021-06-30,Ethereum,Balancer,1623
2021-06-30,Ethereum,Curve,1587
2021-06-30,Ethereum,Sushi,14628
2021-06-30,Ethereum,Synthetix,85
2021-06-30,Ethereum,Uniswap,127602
2021-06-29,Ethereum,Balancer,1510
2021-06-29,Ethereum,Curve,1567
2021-06-29,Ethereum,Sushi,14038
2021-06-29,Ethereum,Synthetix,96
2021-06-29,Ethereum,Uniswap,137892
2021-06-28,Ethereum,Balancer,1841
2021-06-28,Ethereum,Curve,1746
2021-06-28,Ethereum,Sushi,13321
2021-06-28,Ethereum,Synthetix,98
2021-06-28,Ethereum,Uniswap,136100
2021-06-27,Ethereum,Balancer,1209
2021-06-27,Ethereum,Curve,2089
2021-06-27,Ethereum,Sushi,13426
2021-06-27,Ethereum,Synthetix,45
2021-06-27,Ethereum,Uniswap,124036
2021-06-26,Ethereum,Balancer,1379
2021-06-26,Ethereum,Curve,2021
2021-06-26,Ethereum,Sushi,15698
2021-06-26,Ethereum,Synthetix,44
2021-06-26,Ethereum,Uniswap,131133
2021-06-25,Ethereum,Balancer,1392
2021-06-25,Ethereum,Curve,2095
2021-06-25,Ethereum,Sushi,14571
2021-06-25,Ethereum,Synthetix,73
2021-06-25,Ethereum,Uniswap,140666
2021-06-24,Ethereum,Balancer,1140
2021-06-24,Ethereum,Curve,1824
2021-06-24,Ethereum,Sushi,13539
2021-06-24,Ethereum,Synthetix,74
2021-06-24,Ethereum,Uniswap,134667
2021-06-23,Ethereum,Balancer,1253
2021-06-23,Ethereum,Curve,2352
2021-06-23,Ethereum,Sushi,17534
2021-06-23,Ethereum,Synthetix,126
2021-06-23,Ethereum,Uniswap,132743
2021-06-22,Ethereum,Balancer,1660
2021-06-22,Ethereum,Curve,2413
2021-06-22,Ethereum,Sushi,19649
2021-06-22,Ethereum,Synthetix,157
2021-06-22,Ethereum,Uniswap,143952
2021-06-21,Ethereum,Balancer,1557
2021-06-21,Ethereum,Curve,2615
2021-06-21,Ethereum,Sushi,18430
2021-06-21,Ethereum,Synthetix,99
2021-06-21,Ethereum,Uniswap,142391
2021-06-20,Ethereum,Balancer,896
2021-06-20,Ethereum,Curve,1820
2021-06-20,Ethereum,Sushi,16438
2021-06-20,Ethereum,Synthetix,66
2021-06-20,Ethereum,Uniswap,143583
2021-06-19,Ethereum,Balancer,698
2021-06-19,Ethereum,Curve,1404
2021-06-19,Ethereum,Sushi,13121
2021-06-19,Ethereum,Synthetix,27
2021-06-19,Ethereum,Uniswap,148489
2021-06-18,Ethereum,Balancer,901
2021-06-18,Ethereum,Curve,1976
2021-06-18,Ethereum,Sushi,14076
2021-06-18,Ethereum,Synthetix,68
2021-06-18,Ethereum,Uniswap,146898
2021-06-17,Ethereum,Balancer,612
2021-06-17,Ethereum,Curve,1869
2021-06-17,Ethereum,Sushi,13666
2021-06-17,Ethereum,Synthetix,69
2021-06-17,Ethereum,Uniswap,156372
2021-06-16,Ethereum,Balancer,716
2021-06-16,Ethereum,Curve,1706
2021-06-16,Ethereum,Sushi,14722
2021-06-16,Ethereum,Synthetix,119
2021-06-16,Ethereum,Uniswap,152665
2021-06-15,Ethereum,Balancer,626
2021-06-15,Ethereum,Curve,1562
2021-06-15,Ethereum,Sushi,14053
2021-06-15,Ethereum,Synthetix,119
2021-06-15,Ethereum,Uniswap,156724
2021-06-14,Ethereum,Balancer,558
2021-06-14,Ethereum,Curve,1315
2021-06-14,Ethereum,Sushi,14501
2021-06-14,Ethereum,Synthetix,121
2021-06-14,Ethereum,Uniswap,150017
2021-06-13,Ethereum,Balancer,616
2021-06-13,Ethereum,Curve,1424
2021-06-13,Ethereum,Sushi,14833
2021-06-13,Ethereum,Synthetix,64
2021-06-13,Ethereum,Uniswap,146307
2021-06-12,Ethereum,Balancer,574
2021-06-12,Ethereum,Curve,1814
2021-06-12,Ethereum,Sushi,15414
2021-06-12,Ethereum,Synthetix,51
2021-06-12,Ethereum,Uniswap,166323
2021-06-11,Ethereum,Balancer,850
2021-06-11,Ethereum,Curve,1641
2021-06-11,Ethereum,Sushi,16311
2021-06-11,Ethereum,Synthetix,159
2021-06-11,Ethereum,Uniswap,162773
2021-06-10,Ethereum,Balancer,981
2021-06-10,Ethereum,Curve,1452
2021-06-10,Ethereum,Sushi,14256
2021-06-10,Ethereum,Synthetix,109
2021-06-10,Ethereum,Uniswap,159815
2021-06-09,Ethereum,Balancer,748
2021-06-09,Ethereum,Curve,1423
2021-06-09,Ethereum,Sushi,17027
2021-06-09,Ethereum,Synthetix,125
2021-06-09,Ethereum,Uniswap,165093
2021-06-08,Ethereum,Balancer,896
2021-06-08,Ethereum,Curve,1681
2021-06-08,Ethereum,Sushi,18353
2021-06-08,Ethereum,Synthetix,150
2021-06-08,Ethereum,Uniswap,163650
2021-06-07,Ethereum,Balancer,565
2021-06-07,Ethereum,Curve,1353
2021-06-07,Ethereum,Sushi,14968
2021-06-07,Ethereum,Synthetix,114
2021-06-07,Ethereum,Uniswap,165753
2021-06-06,Ethereum,Balancer,407
2021-06-06,Ethereum,Curve,1213
2021-06-06,Ethereum,Sushi,12507
2021-06-06,Ethereum,Synthetix,42
2021-06-06,Ethereum,Uniswap,146636
2021-06-05,Ethereum,Balancer,470
2021-06-05,Ethereum,Curve,1123
2021-06-05,Ethereum,Sushi,14116
2021-06-05,Ethereum,Synthetix,35
2021-06-05,Ethereum,Uniswap,154788
2021-06-04,Ethereum,Balancer,551
2021-06-04,Ethereum,Curve,1266
2021-06-04,Ethereum,Sushi,17298
2021-06-04,Ethereum,Synthetix,115
2021-06-04,Ethereum,Uniswap,162577
2021-06-03,Ethereum,Balancer,363
2021-06-03,Ethereum,Curve,1124
2021-06-03,Ethereum,Sushi,13701
2021-06-03,Ethereum,Synthetix,130
2021-06-03,Ethereum,Uniswap,176801
2021-06-02,Ethereum,Balancer,318
2021-06-02,Ethereum,Curve,1177
2021-06-02,Ethereum,Sushi,15520
2021-06-02,Ethereum,Synthetix,184
2021-06-02,Ethereum,Uniswap,164564
2021-06-01,Ethereum,Balancer,438
2021-06-01,Ethereum,Curve,1218
2021-06-01,Ethereum,Sushi,15098
2021-06-01,Ethereum,Synthetix,124
2021-06-01,Ethereum,Uniswap,161621
2021-05-31,Ethereum,Balancer,455
2021-05-31,Ethereum,Curve,1323
2021-05-31,Ethereum,Sushi,15824
2021-05-31,Ethereum,Synthetix,82
2021-05-31,Ethereum,Uniswap,167569
2021-05-30,Ethereum,Balancer,415
2021-05-30,Ethereum,Curve,1436
2021-05-30,Ethereum,Sushi,14332
2021-05-30,Ethereum,Synthetix,64
2021-05-30,Ethereum,Uniswap,176343
2021-05-29,Ethereum,Balancer,472
2021-05-29,Ethereum,Curve,1275
2021-05-29,Ethereum,Sushi,14702
2021-05-29,Ethereum,Synthetix,43
2021-05-29,Ethereum,Uniswap,182301
2021-05-28,Ethereum,Balancer,544
2021-05-28,Ethereum,Curve,1250
2021-05-28,Ethereum,Sushi,21216
2021-05-28,Ethereum,Synthetix,95
2021-05-28,Ethereum,Uniswap,178700
2021-05-27,Ethereum,Balancer,412
2021-05-27,Ethereum,Curve,1289
2021-05-27,Ethereum,Sushi,14830
2021-05-27,Ethereum,Synthetix,75
2021-05-27,Ethereum,Uniswap,158010
2021-05-26,Ethereum,Balancer,831
2021-05-26,Ethereum,Curve,1668
2021-05-26,Ethereum,Sushi,17261
2021-05-26,Ethereum,Synthetix,125
2021-05-26,Ethereum,Uniswap,160169
2021-05-25,Ethereum,Balancer,606
2021-05-25,Ethereum,Curve,1462
2021-05-25,Ethereum,Sushi,18576
2021-05-25,Ethereum,Synthetix,80
2021-05-25,Ethereum,Uniswap,159580
2021-05-24,Ethereum,Balancer,537
2021-05-24,Ethereum,Curve,2250
2021-05-24,Ethereum,Sushi,22148
2021-05-24,Ethereum,Synthetix,110
2021-05-24,Ethereum,Uniswap,161483
2021-05-23,Ethereum,Balancer,332
2021-05-23,Ethereum,Curve,3252
2021-05-23,Ethereum,Sushi,25589
2021-05-23,Ethereum,Synthetix,132
2021-05-23,Ethereum,Uniswap,150871
2021-05-22,Ethereum,Balancer,220
2021-05-22,Ethereum,Curve,1564
2021-05-22,Ethereum,Sushi,19421
2021-05-22,Ethereum,Synthetix,73
2021-05-22,Ethereum,Uniswap,153787
2021-05-21,Ethereum,Balancer,195
2021-05-21,Ethereum,Curve,2130
2021-05-21,Ethereum,Sushi,19755
2021-05-21,Ethereum,Synthetix,128
2021-05-21,Ethereum,Uniswap,161225
2021-05-20,Ethereum,Balancer,215
2021-05-20,Ethereum,Curve,2289
2021-05-20,Ethereum,Sushi,19301
2021-05-20,Ethereum,Synthetix,166
2021-05-20,Ethereum,Uniswap,154516
2021-05-19,Ethereum,Balancer,232
2021-05-19,Ethereum,Curve,3081
2021-05-19,Ethereum,Sushi,23711
2021-05-19,Ethereum,Synthetix,123
2021-05-19,Ethereum,Uniswap,155744
2021-05-18,Ethereum,Balancer,100
2021-05-18,Ethereum,Curve,935
2021-05-18,Ethereum,Sushi,17276
2021-05-18,Ethereum,Synthetix,145
2021-05-18,Ethereum,Uniswap,200408
2021-05-17,Ethereum,Balancer,151
2021-05-17,Ethereum,Curve,1297
2021-05-17,Ethereum,Sushi,15364
2021-05-17,Ethereum,Synthetix,83
2021-05-17,Ethereum,Uniswap,190526
2021-05-16,Ethereum,Balancer,125
2021-05-16,Ethereum,Curve,1170
2021-05-16,Ethereum,Sushi,12400
2021-05-16,Ethereum,Synthetix,76
2021-05-16,Ethereum,Uniswap,205414
2021-05-15,Ethereum,Balancer,66
2021-05-15,Ethereum,Curve,827
2021-05-15,Ethereum,Sushi,10487
2021-05-15,Ethereum,Synthetix,54
2021-05-15,Ethereum,Uniswap,212327
2021-05-14,Ethereum,Balancer,61
2021-05-14,Ethereum,Curve,1024
2021-05-14,Ethereum,Sushi,11042
2021-05-14,Ethereum,Synthetix,70
2021-05-14,Ethereum,Uniswap,199085
2021-05-13,Ethereum,Balancer,64
2021-05-13,Ethereum,Curve,1187
2021-05-13,Ethereum,Sushi,14165
2021-05-13,Ethereum,Synthetix,102
2021-05-13,Ethereum,Uniswap,171102
2021-05-12,Ethereum,Balancer,23
2021-05-12,Ethereum,Curve,758
2021-05-12,Ethereum,Sushi,12417
2021-05-12,Ethereum,Synthetix,80
2021-05-12,Ethereum,Uniswap,218685
2021-05-11,Ethereum,Balancer,10
2021-05-11,Ethereum,Curve,505
2021-05-11,Ethereum,Sushi,8060
2021-05-11,Ethereum,Synthetix,42
2021-05-11,Ethereum,Uniswap,237086
2021-05-10,Ethereum,Balancer,9
2021-05-10,Ethereum,Curve,708
2021-05-10,Ethereum,Sushi,10826
2021-05-10,Ethereum,Synthetix,43
2021-05-10,Ethereum,Uniswap,220664
2021-05-09,Ethereum,Balancer,4
2021-05-09,Ethereum,Curve,724
2021-05-09,Ethereum,Sushi,11585
2021-05-09,Ethereum,Synthetix,32
2021-05-09,Ethereum,Uniswap,222754
2021-05-08,Ethereum,Balancer,3
2021-05-08,Ethereum,Curve,775
2021-05-08,Ethereum,Sushi,15643
2021-05-08,Ethereum,Synthetix,21
2021-05-08,Ethereum,Uniswap,210296
2021-05-07,Ethereum,Balancer,15
2021-05-07,Ethereum,Curve,1147
2021-05-07,Ethereum,Sushi,14194
2021-05-07,Ethereum,Synthetix,83
2021-05-07,Ethereum,Uniswap,155814
2021-05-06,Ethereum,Balancer,17
2021-05-06,Ethereum,Curve,1069
2021-05-06,Ethereum,Sushi,14790
2021-05-06,Ethereum,Synthetix,82
2021-05-06,Ethereum,Uniswap,144371
2021-05-05,Ethereum,Balancer,11
2021-05-05,Ethereum,Curve,1294
2021-05-05,Ethereum,Sushi,14532
2021-05-05,Ethereum,Synthetix,107
2021-05-05,Ethereum,Uniswap,166361
2021-05-04,Ethereum,Balancer,21
2021-05-04,Ethereum,Curve,1706
2021-05-04,Ethereum,Sushi,17733
2021-05-04,Ethereum,Synthetix,167
2021-05-04,Ethereum,Uniswap,167172
2021-05-03,Ethereum,Balancer,8
2021-05-03,Ethereum,Curve,1486
2021-05-03,Ethereum,Sushi,17551
2021-05-03,Ethereum,Synthetix,133
2021-05-03,Ethereum,Uniswap,168927
2021-05-02,Ethereum,Balancer,3
2021-05-02,Ethereum,Curve,1052
2021-05-02,Ethereum,Sushi,15725
2021-05-02,Ethereum,Synthetix,81
2021-05-02,Ethereum,Uniswap,194093
2021-05-01,Ethereum,Balancer,3
2021-05-01,Ethereum,Curve,1239
2021-05-01,Ethereum,Sushi,16372
2021-05-01,Ethereum,Synthetix,66
2021-05-01,Ethereum,Uniswap,167220
2021-04-30,Ethereum,Balancer,19
2021-04-30,Ethereum,Curve,1265
2021-04-30,Ethereum,Sushi,16493
2021-04-30,Ethereum,Synthetix,99
2021-04-30,Ethereum,Uniswap,171284
2021-04-29,Ethereum,Balancer,11
2021-04-29,Ethereum,Curve,1229
2021-04-29,Ethereum,Sushi,16032
2021-04-29,Ethereum,Synthetix,93
2021-04-29,Ethereum,Uniswap,159666
2021-04-28,Ethereum,Balancer,17
2021-04-28,Ethereum,Curve,1148
2021-04-28,Ethereum,Sushi,15469
2021-04-28,Ethereum,Synthetix,107
2021-04-28,Ethereum,Uniswap,157453
2021-04-27,Ethereum,Balancer,7
2021-04-27,Ethereum,Curve,1393
2021-04-27,Ethereum,Sushi,14160
2021-04-27,Ethereum,Synthetix,131
2021-04-27,Ethereum,Uniswap,157111
2021-04-26,Ethereum,Balancer,19
2021-04-26,Ethereum,Curve,1553
2021-04-26,Ethereum,Sushi,14311
2021-04-26,Ethereum,Synthetix,131
2021-04-26,Ethereum,Uniswap,152900
2021-04-25,Ethereum,Balancer,17
2021-04-25,Ethereum,Curve,1233
2021-04-25,Ethereum,Sushi,12555
2021-04-25,Ethereum,Synthetix,74
2021-04-25,Ethereum,Uniswap,150967
2021-04-24,Ethereum,Balancer,9
2021-04-24,Ethereum,Curve,944
2021-04-24,Ethereum,Sushi,11203
2021-04-24,Ethereum,Synthetix,69
2021-04-24,Ethereum,Uniswap,149089
2021-04-23,Ethereum,Balancer,7
2021-04-23,Ethereum,Curve,1286
2021-04-23,Ethereum,Sushi,15808
2021-04-23,Ethereum,Synthetix,120
2021-04-23,Ethereum,Uniswap,165212
2021-04-22,Ethereum,Balancer,2
2021-04-22,Ethereum,Curve,1102
2021-04-22,Ethereum,Sushi,15133
2021-04-22,Ethereum,Synthetix,77
2021-04-22,Ethereum,Uniswap,161942
2021-04-21,Ethereum,Curve,746
2021-04-21,Ethereum,Sushi,10894
2021-04-21,Ethereum,Synthetix,30
2021-04-21,Ethereum,Uniswap,175107
2021-04-20,Ethereum,Curve,576
2021-04-20,Ethereum,Sushi,10886
2021-04-20,Ethereum,Synthetix,53
2021-04-20,Ethereum,Uniswap,179824
2021-04-19,Ethereum,Curve,817
2021-04-19,Ethereum,Sushi,11737
2021-04-19,Ethereum,Synthetix,20
2021-04-19,Ethereum,Uniswap,161388
2021-04-18,Ethereum,Curve,1120
2021-04-18,Ethereum,Sushi,14635
2021-04-18,Ethereum,Synthetix,35
2021-04-18,Ethereum,Uniswap,150912
2021-04-17,Ethereum,Curve,426
2021-04-17,Ethereum,Sushi,8800
2021-04-17,Ethereum,Synthetix,31
2021-04-17,Ethereum,Uniswap,174809
2021-04-16,Ethereum,Curve,623
2021-04-16,Ethereum,Sushi,10397
2021-04-16,Ethereum,Synthetix,43
2021-04-16,Ethereum,Uniswap,140075
2021-04-15,Ethereum,Curve,898
2021-04-15,Ethereum,Sushi,13721
2021-04-15,Ethereum,Synthetix,64
2021-04-15,Ethereum,Uniswap,128034
2021-04-14,Ethereum,Curve,885
2021-04-14,Ethereum,Sushi,12534
2021-04-14,Ethereum,Synthetix,79
2021-04-14,Ethereum,Uniswap,124367
2021-04-13,Ethereum,Curve,783
2021-04-13,Ethereum,Sushi,11554
2021-04-13,Ethereum,Synthetix,77
2021-04-13,Ethereum,Uniswap,121172
2021-04-12,Ethereum,Curve,758
